10 1
6 5 17
5 4 19
8 5 28
8 2 30
8 4 31
6 4 33
3 2 39
2 1 43
7 3 49
6 3 52
8 7 55
3 2 57
3 2 97
6 5 99
2 1 106
7 2 112
7 2 134
6 2 136
9 7 137
7 4 141
7 4 148
3 2 158
3 2 169
7 3 175
8 6 184
6 3 190
3 2 192
2 1 193
5 2 194
4 3 197
5 1 199
0 9 213
3 1 219
2 1 222
7 5 225
0 9 244
0 9 250
9 5 254
0 9 256
0 7 270
0 1 276
3 1 292
0 5 294
0 9 307
5 1 313
0 8 340
0 2 341
0 8 351
5 1 358
0 4 364
0 1 374
0 2 389
0 3 400
7 1 404
0 6 408
9 6 430
0 4 432
2 1 435
3 2 436
5 1 441
2 1 447
0 8 448
0 4 475
0 8 490
0 6 492
0 4 496
0 6 514
5 2 522
6 4 528
0 3 532
0 6 537
0 9 538
6 4 544
9 6 563
5 4 567
5 4 575
9 7 577
0 4 580
0 8 587
0 3 594
0 2 614
0 9 635
0 4 645
0 7 666
0 3 678
9 5 685
9 6 709
0 2 718
0 1 721
4 2 725
3 1 731
4 2 738
9 5 748
7 3 765
0 4 791
0 9 817
9 5 823
5 2 828
0 4 844
7 1 846
0 1 851
4 3 854
0 9 861
0 4 864
4 1 871
0 1 876
2 1 935
0 6 941
0 9 943
9 3 948
0 4 966
0 3 967
0 4 970
0 8 975
2 1 1004
0 8 1006
0 8 1008
0 6 1010
0 7 1014
7 3 1015
0 9 1017
0 6 1020
9 6 1028
0 8 1031
0 1 1044
0 3 1051
6 1 1064
0 8 1070
3 2 1079
6 4 1085
5 1 1105
0 4 1109
4 2 1129
2 1 1147
6 1 1162
0 6 1165
3 2 1166
0 7 1196
0 3 1197
0 1 1202
0 5 1205
0 7 1206
2 1 1223
8 7 1246
0 6 1273
4 2 1283
2 1 1284
0 5 1286
5 3 1292
6 5 1310
0 3 1325
0 6 1331
0 4 1339
0 3 1364
0 3 1374
4 2 1387
0 3 1397
0 1 1398
3 2 1419
7 4 1444
9 8 1460
0 5 1461
2 1 1464
0 5 1466
0 3 1475
0 9 1479
7 5 1488
8 2 1505
2 1 1548
0 3 1549
4 3 1556
0 6 1559
6 5 1567
0 1 1573
0 2 1591
0 9 1593
7 2 1601
0 8 1605
0 3 1607
0 4 1620
2 1 1641
4 3 1655
0 4 1656
0 4 1659
0 3 1671
0 5 1675
8 1 1681
6 5 1689
5 4 1691
7 4 1705
8 2 1717
0 4 1720
0 6 1721
0 6 1722
0 7 1730
0 3 1733
3 1 1744
0 7 1747
0 2 1751
8 6 1769
5 3 1770
5 4 1784
0 2 1788
0 8 1797
0 3 1802
0 6 1813
0 2 1815
0 3 1816
8 1 1819
0 2 1822
2 1 1825
2 1 1828
8 6 1843
8 7 1845
7 4 1846
0 4 1848
0 3 1853
0 3 1854
9 7 1864
0 6 1869
9 8 1870
0 3 1871
0 8 1881
5 3 1883
0 6 1905
0 8 1921
0 4 1924
0 4 1928
3 2 1932
0 2 1938
0 7 1941
2 1 1969
0 2 1970
0 5 1986
2 1 1988
0 1 2005
3 2 2012
7 3 2017
0 8 2026
0 5 2030
0 6 2035
9 4 2039
5 1 2042
8 2 2044
9 4 2045
5 3 2047
6 1 2053
4 2 2058
5 2 2066
7 6 2069
7 4 2078
0 2 2083
5 3 2094
0 9 2100
0 9 2106
0 3 2113
7 5 2115
0 8 2121
0 2 2129
0 9 2136
2 1 2154
5 1 2165
0 9 2170
5 2 2173
6 1 2187
7 2 2192
0 1 2210
6 4 2211
0 1 2217
0 4 2219
4 3 2221
0 3 2229
0 7 2250
0 7 2258
7 3 2260
2 1 2264
0 5 2270
7 4 2271
0 1 2273
4 1 2287
9 2 2290
0 2 2293
6 2 2296
6 4 2308
0 1 2316
7 4 2320
0 3 2323
0 6 2324
0 6 2325
0 2 2344
0 4 2349
0 1 2350
0 6 2358
0 7 2363
0 4 2373
9 2 2388
0 5 2390
0 4 2406
0 9 2408
4 3 2413
0 2 2416
0 6 2417
0 4 2468
0 1 2474
7 6 2478
0 7 2480
0 1 2493
0 9 2496
0 5 2527
6 1 2537
7 4 2545
0 4 2548
0 3 2558
6 2 2561
2 1 2562
2 1 2570
0 8 2572
0 9 2581
4 3 2586
7 1 2613
0 8 2618
0 1 2635
0 6 2638
0 8 2651
0 2 2655
0 3 2663
8 2 2672
3 2 2678
4 2 2682
7 5 2686
0 9 2689
0 2 2692
3 2 2741
0 5 2763
0 9 2788
0 7 2802
9 7 2805
7 1 2813
0 9 2825
0 6 2826
0 7 2834
0 1 2848
0 8 2862
4 3 2868
0 9 2889
0 7 2893
0 1 2902
7 6 2912
0 6 2914
7 5 2927
7 1 2937
6 4 2945
5 4 2966
6 5 2971
0 9 2981
0 4 2987
0 1 2992
0 3 3000
0 9 3008
0 4 3012
7 2 3019
3 1 3021
6 2 3027
5 4 3064
0 4 3076
8 6 3079
4 3 3099
0 8 3109
5 1 3112
0 6 3115
0 6 3122
0 2 3128
8 7 3130
0 7 3136
0 1 3142
0 1 3146
6 3 3158
0 2 3169
6 2 3184
0 4 3192
0 1 3205
0 6 3208
8 3 3221
0 6 3230
0 3 3235
8 1 3249
3 2 3269
2 1 3270
9 8 3272
0 5 3281
4 2 3291
7 3 3306
8 4 3308
5 3 3323
7 5 3325
5 3 3328
4 1 3340
0 6 3347
6 5 3348
0 9 3350
0 8 3356
0 2 3357
0 7 3364
7 1 3369
0 3 3386
0 1 3394
0 5 3398
4 3 3406
0 1 3427
0 9 3450
0 3 3452
7 5 3455
7 3 3469
0 4 3480
0 3 3482
3 1 3494
0 1 3499
0 2 3502
0 6 3505
0 4 3514
9 3 3515
4 1 3530
5 3 3532
5 3 3537
3 2 3547
0 7 3548
0 4 3563
0 2 3578
0 2 3579
0 9 3580
7 3 3588
6 5 3594
0 9 3600
0 1 3615
0 6 3648
0 5 3651
0 6 3666
0 1 3667
0 4 3673
0 9 3682
0 1 3693
6 3 3705
2 1 3706
0 1 3714
5 2 3723
0 3 3736
0 4 3740
0 7 3751
5 2 3758
0 6 3760
0 2 3761
0 6 3785
7 2 3792
3 2 3796
6 5 3798
4 1 3804
0 8 3808
0 4 3810
0 9 3814
0 7 3830
0 9 3849
6 5 3852
5 4 3883
5 2 3907
0 1 3917
0 4 3935
9 6 3949
2 1 3954
0 9 3973
0 2 4014
8 2 4015
0 8 4017
0 7 4021
0 5 4041
3 2 4044
7 4 4045
0 2 4051
4 1 4053
0 1 4071
7 2 4075
4 3 4076
6 5 4077
4 2 4093
0 8 4100
0 6 4105
0 8 4117
0 9 4119
8 2 4126
0 4 4133
0 1 4154
6 1 4157
7 4 4165
0 3 4168
0 9 4169
0 6 4173
0 8 4181
0 3 4188
0 1 4192
4 1 4198
0 1 4199
0 8 4202
0 7 4218
6 4 4224
7 1 4230
0 6 4244
0 5 4251
0 5 4271
7 4 4296
0 6 4305
0 9 4307
5 3 4309
0 3 4315
0 5 4325
0 7 4327
0 4 4328
3 2 4346
7 6 4349
0 8 4352
5 4 4383
7 6 4394
4 2 4414
0 6 4438
0 5 4441
6 5 4445
8 4 4450
0 2 4462
9 5 4466
0 6 4471
8 1 4489
0 5 4501
3 2 4505
0 4 4516
9 3 4543
0 8 4553
2 1 4567
0 4 4577
4 3 4580
6 3 4581
4 2 4584
0 6 4589
0 2 4596
8 2 4608
0 6 4623
5 3 4643
0 8 4654
0 9 4656
4 3 4676
5 1 4685
3 1 4689
0 7 4699
0 6 4716
6 5 4719
0 9 4720
3 1 4740
2 1 4742
7 5 4743
7 4 4769
0 9 4776
0 1 4784
0 5 4791
0 6 4792
0 6 4798
0 9 4811
8 7 4812
0 1 4820
0 6 4827
0 1 4833
0 4 4835
7 5 4847
8 5 4852
5 2 4865
0 2 4872
7 4 4880
0 1 4895
3 1 4905
8 3 4920
4 2 4922
0 2 4927
0 3 4928
0 5 4937
0 6 4942
9 1 4966
0 4 4973
5 3 4976
0 8 4992
5 2 5013
0 9 5021
0 9 5029
7 6 5051
6 1 5060
0 1 5069
9 2 5074
5 3 5075
0 6 5076
0 2 5088
0 8 5092
8 2 5097
0 4 5123
0 6 5129
5 2 5132
0 9 5139
3 1 5145
0 7 5158
0 2 5160
7 6 5196
0 3 5201
0 5 5210
5 2 5234
8 6 5239
0 3 5242
4 3 5244
8 5 5251
2 1 5254
9 7 5258
0 1 5267
6 4 5273
4 1 5274
0 3 5277
5 2 5285
5 2 5296
5 2 5307
0 4 5315
3 1 5329
0 9 5330
0 6 5346
5 4 5351
9 8 5360
7 5 5368
4 2 5378
0 6 5403
0 9 5417
0 9 5428
0 5 5441
0 3 5472
0 1 5486
2 1 5489
0 6 5555
0 6 5560
7 5 5573
0 9 5580
0 9 5588
9 2 5590
0 9 5593
6 2 5597
8 2 5618
9 2 5624
0 5 5632
4 1 5636
0 3 5642
0 5 5680
0 3 5694
2 1 5699
2 1 5719
0 7 5734
4 3 5745
0 9 5752
9 8 5758
5 2 5762
6 2 5793
0 2 5809
5 2 5811
0 4 5829
9 6 5834
6 2 5836
0 9 5850
7 1 5852
2 1 5855
0 9 5866
6 1 5878
0 4 5891
9 2 5894
9 8 5898
0 9 5901
0 4 5908
7 5 5917
0 6 5929
0 5 5950
5 2 5952
2 1 5954
3 1 5965
0 9 5966
8 6 5990
0 5 5997
2 1 6015
0 2 6040
0 1 6045
0 7 6071
2 1 6074
2 1 6076
6 2 6090
9 2 6093
0 8 6105
8 2 6109
0 8 6110
2 1 6125
0 3 6128
0 2 6131
0 7 6137
0 7 6155
0 4 6158
0 8 6162
0 3 6168
0 8 6178
0 2 6179
0 1 6180
6 1 6184
0 5 6186
0 9 6188
0 4 6193
0 1 6201
3 1 6208
0 8 6212
2 1 6232
9 1 6238
9 7 6249
0 5 6260
0 3 6286
0 6 6291
4 3 6294
0 1 6295
0 4 6303
7 1 6314
9 6 6317
0 5 6343
8 1 6354
5 1 6362
0 6 6364
0 7 6368
0 5 6385
0 1 6388
0 2 6398
4 2 6404
9 2 6406
0 4 6408
0 9 6410
8 2 6420
7 5 6426
0 6 6429
0 4 6432
0 4 6437
0 2 6438
8 7 6442
0 3 6449
0 4 6455
0 1 6457
0 7 6470
0 4 6475
7 2 6480
0 9 6482
4 3 6496
0 8 6505
0 8 6507
3 2 6509
3 2 6539
3 1 6556
0 1 6569
0 6 6574
0 8 6584
0 9 6585
0 9 6599
7 6 6602
6 4 6607
0 6 6613
0 3 6615
0 4 6634
9 3 6636
6 3 6652
2 1 6661
0 1 6678
0 6 6679
0 7 6685
7 1 6686
4 1 6699
8 6 6703
0 1 6727
7 2 6740
0 2 6743
9 3 6745
0 4 6749
7 6 6753
6 5 6757
5 3 6760
7 4 6763
0 9 6769
5 4 6773
9 6 6791
4 2 6802
0 3 6824
0 7 6829
0 4 6843
0 6 6849
8 4 6863
0 3 6906
0 5 6912
0 9 6932
0 3 6948
0 6 6954
4 1 6960
0 4 6963
8 1 6972
0 8 6984
4 1 6986
5 1 6989
3 2 6995
3 2 7004
0 6 7022
0 5 7026
8 5 7031
3 2 7042
8 7 7047
0 4 7048
0 3 7050
0 2 7066
6 2 7078
3 2 7095
8 2 7127
0 8 7128
6 4 7129
0 1 7135
0 2 7145
0 7 7159
7 5 7163
0 4 7166
5 2 7186
0 6 7188
0 4 7192
9 3 7212
0 3 7218
0 8 7225
0 7 7236
0 7 7241
0 4 7250
7 1 7254
0 9 7262
0 6 7267
7 3 7278
9 5 7289
7 1 7290
0 3 7292
0 1 7338
0 6 7342
0 3 7349
0 5 7368
0 7 7369
0 3 7380
7 6 7382
0 9 7384
0 2 7396
9 8 7422
0 9 7426
0 4 7427
0 7 7438
6 2 7448
6 5 7467
0 6 7485
5 1 7486
0 1 7532
0 8 7543
0 7 7547
0 3 7586
0 4 7590
9 8 7591
0 9 7597
0 2 7600
8 6 7630
0 8 7631
3 2 7646
8 2 7657
5 1 7662
5 1 7665
7 4 7669
0 1 7672
0 4 7680
0 5 7682
0 1 7687
6 4 7698
0 6 7736
3 2 7738
0 7 7739
0 9 7747
0 1 7757
6 3 7759
0 9 7775
0 7 7785
0 9 7792
0 9 7797
0 2 7801
4 2 7808
9 4 7832
4 3 7833
7 5 7840
9 6 7852
0 2 7868
0 2 7872
9 6 7877
0 4 7886
0 2 7903
2 1 7905
9 6 7934
0 3 7941
0 6 7944
5 2 7953
0 7 7959
0 3 7962
0 6 7985
0 7 7997
4 3 8011
0 6 8017
4 3 8050
0 6 8052
3 2 8055
7 3 8071
9 8 8073
0 8 8074
2 1 8083
8 2 8084
0 7 8094
8 7 8096
8 2 8097
0 3 8101
0 5 8110
0 5 8120
4 3 8127
0 8 8137
5 3 8153
9 3 8157
0 5 8174
0 1 8177
0 9 8181
0 1 8192
3 2 8193
3 2 8196
0 5 8199
5 2 8207
4 2 8211
0 6 8215
0 3 8230
6 5 8245
0 2 8248
7 6 8260
0 2 8264
7 3 8300
0 7 8303
0 7 8306
0 6 8315
3 1 8335
7 5 8338
0 3 8341
5 2 8344
9 8 8346
0 9 8360
0 7 8378
6 3 8380
7 1 8387
5 3 8397
0 2 8403
0 2 8409
6 2 8425
0 6 8450
3 1 8454
7 6 8470
0 5 8479
0 3 8486
6 3 8498
0 9 8504
0 3 8509
3 1 8526
3 1 8555
8 4 8573
0 4 8599
7 1 8602
3 1 8603
3 1 8606
0 8 8609
0 8 8612
6 2 8632
4 1 8642
6 4 8646
9 7 8648
0 9 8657
2 1 8668
0 6 8669
8 3 8712
0 8 8716
0 7 8719
3 2 8720
3 1 8722
0 1 8730
0 5 8739
0 5 8748
7 3 8754
0 2 8784
0 8 8827
0 8 8832
0 4 8849
5 2 8851
2 1 8854
0 6 8857
0 5 8867
0 2 8873
0 3 8887
4 3 8894
0 7 8898
0 8 8900
8 4 8903
0 8 8917
0 6 8931
0 1 8950
0 6 8953
6 1 8971
6 1 8972
0 2 8986
0 6 9010
0 1 9013
0 7 9017
0 6 9031
6 2 9052
8 6 9059
0 5 9067
0 3 9068
0 6 9072
6 5 9084
7 5 9088
0 2 9096
7 4 9101
7 3 9123
0 7 9129
5 3 9134
0 5 9165
0 9 9186
0 7 9193
0 1 9205
3 1 9214
0 3 9232
4 2 9235
9 3 9236
2 1 9237
3 1 9257
0 7 9270
0 3 9272
7 4 9277
0 6 9279
4 3 9287
6 2 9305
5 1 9313
0 5 9314
0 4 9316
2 1 9317
4 2 9347
8 1 9356
0 7 9373
0 4 9389
0 2 9420
4 2 9428
0 7 9433
0 8 9435
0 8 9437
9 3 9441
5 1 9446
0 6 9452
0 5 9486
0 4 9506
0 3 9508
2 1 9530
8 5 9533
0 9 9555
3 1 9563
0 2 9567
2 1 9569
0 9 9589
4 1 9592
0 5 9598
0 6 9629
0 4 9643
8 1 9650
8 1 9659
0 7 9679
3 1 9682
6 5 9684
4 3 9708
0 5 9729
0 8 9730
0 1 9733
0 9 9739
0 9 9748
5 4 9758
0 2 9766
2 1 9774
0 9 9778
8 3 9789
4 1 9790
8 2 9795
0 4 9801
3 2 9804
0 6 9806
7 5 9817
5 3 9831
7 3 9837
0 5 9848
0 8 9851
6 4 9855
9 4 9874
0 9 9880
0 2 9883
9 7 9889
0 5 9899
