10 1
8 1 50
3 2 85
7 5 123
0 9 459
7 4 1776
0 1 2295
3 2 2963
0 1 3189
0 8 3565
6 4 4982
0 4 5268
0 5 6182
3 1 7747
0 2 8889
0 8 9002
0 9 9055
0 4 11211
2 1 11367
2 1 11439
0 9 11655
9 2 11910
0 7 12019
9 2 12371
0 7 12937
7 4 13075
3 1 13454
0 6 14728
8 3 15608
5 4 15621
0 5 16754
8 7 16761
9 2 16975
8 2 17236
0 5 17831
0 9 18084
4 1 19351
0 9 19652
3 2 19960
6 1 21229
6 2 21398
6 5 21400
0 4 21449
0 9 21796
3 1 22619
0 7 23048
0 8 23783
0 6 24794
8 4 25430
3 2 25739
9 3 25924
0 7 26985
0 9 27021
7 5 27383
0 6 29219
0 6 29529
9 8 29914
0 2 30207
0 5 30309
7 5 31474
0 4 31660
0 4 31917
4 1 32017
0 7 32204
0 7 33546
0 9 34021
0 6 34135
9 8 34240
0 9 34622
0 9 34744
2 1 35250
4 2 35283
0 9 36277
6 1 36347
4 2 36592
0 2 36667
6 1 36776
0 9 37263
9 1 37386
3 2 39385
0 4 40176
9 3 40882
5 1 41937
0 4 42434
8 2 42559
0 6 42817
7 5 42843
0 5 43198
6 2 43870
0 2 44328
2 1 44630
0 9 44841
0 4 44894
0 5 45015
8 6 45910
3 1 45916
0 4 46001
0 1 46308
4 3 46493
6 2 46523
5 3 46648
0 6 46686
0 7 48963
0 5 48965
0 7 48987
0 4 49264
0 1 49478
0 7 49554
0 8 50588
0 9 50840
0 3 50877
0 1 50955
5 2 51129
0 1 51365
0 9 51411
3 1 51472
7 5 51790
0 7 52940
0 7 53022
0 3 54658
8 4 54884
5 3 54936
0 4 56516
8 5 56533
0 7 57864
0 9 58142
0 9 58656
0 4 59144
0 6 59545
3 1 59631
0 5 59847
0 4 60232
0 8 60234
0 5 60271
0 2 60774
4 2 60967
0 4 61309
8 1 61534
0 1 61566
0 4 62732
0 2 63151
2 1 63661
5 3 63716
6 3 64655
0 3 64737
2 1 64771
2 1 65385
9 6 66019
0 9 66750
0 7 66937
0 9 67511
0 3 67899
0 2 68434
0 7 68735
5 2 69580
6 4 69652
0 9 69986
9 2 70617
0 1 70954
0 5 71583
7 3 71678
6 4 72033
0 2 72157
6 3 72393
6 1 72471
0 8 72489
0 9 72716
9 7 72937
0 2 73037
9 6 73590
0 5 73628
2 1 73953
0 9 75208
0 3 75490
0 1 76047
0 3 76256
0 4 76443
0 2 76733
6 3 76962
0 3 77195
8 1 77213
6 3 77535
9 6 77995
0 6 78102
4 1 78712
9 1 78896
0 7 79539
0 2 79649
8 6 79847
5 1 80391
0 6 80455
5 4 80654
9 1 80840
9 5 81047
0 1 82005
3 2 82070
4 2 83717
2 1 84289
8 1 84593
6 4 84629
3 2 85632
9 1 85650
8 6 85853
0 1 86399
