10 1
6 4 96
6 2 208
0 6 302
0 2 372
3 2 449
0 5 951
3 2 1290
7 5 1373
0 6 1526
5 2 1594
0 2 1686
9 4 1792
0 5 1962
0 6 1989
0 1 2204
0 5 2282
3 1 2408
9 3 2500
4 3 2624
0 5 2626
0 9 2718
0 3 2869
0 5 3003
9 2 3249
7 5 3268
0 2 3376
5 4 3535
8 7 3545
5 2 3905
3 2 4104
7 3 4131
0 8 4241
0 5 4332
5 3 4336
0 1 4376
7 1 4592
7 1 4680
7 3 4701
6 3 5027
0 6 5087
0 2 5220
2 1 5266
7 5 5272
0 9 5437
0 4 5459
9 8 5662
0 1 5693
4 1 5730
0 5 5883
0 8 6007
0 3 6020
9 8 6071
0 1 6157
4 3 6303
0 7 6379
0 4 6424
5 4 6533
8 5 6593
0 9 6691
5 4 6898
4 1 7151
5 2 7240
0 2 7309
0 7 7545
0 1 7630
0 6 7665
0 2 8189
0 6 8316
6 2 8445
3 1 8703
0 6 8738
9 1 8753
0 5 8799
7 1 8826
6 3 8926
0 2 9016
8 5 9043
5 2 9056
0 1 9138
0 6 9615
7 2 9776
0 3 10032
0 8 10174
9 8 10212
0 2 10278
0 2 10398
0 8 10663
6 2 11019
8 4 11072
7 4 11251
4 3 11307
0 3 11342
7 1 11483
0 7 11543
0 3 11599
3 2 11842
7 6 11910
9 4 12070
0 8 12241
2 1 12285
0 8 12333
0 4 12543
0 6 12842
3 2 12920
0 6 12940
0 1 12974
0 1 13276
8 3 13596
4 1 13600
0 8 13613
3 2 14095
0 7 14215
0 2 14645
9 5 14658
6 3 14696
0 9 14710
6 3 14783
0 8 14784
9 1 14978
0 2 15123
0 8 15287
6 5 15555
0 6 15641
0 5 15769
3 1 16004
4 3 16081
0 8 16099
6 5 16229
4 2 16367
5 4 16408
6 4 16519
6 5 16523
0 3 16687
0 8 17121
0 5 17137
9 4 17187
2 1 17212
0 8 17260
0 3 17267
0 9 17281
0 4 17384
6 3 17486
0 5 17786
0 4 18081
9 1 18140
0 4 18570
0 8 18887
0 5 18889
0 1 19015
0 3 19143
0 1 19667
0 6 19860
8 3 20103
0 8 20159
0 7 20295
0 4 20342
9 5 20427
5 3 20471
7 1 20536
8 6 20625
7 6 20908
9 6 21018
0 2 21272
8 7 21395
0 4 21572
4 1 21595
9 4 21978
0 9 22213
3 1 22308
0 4 22311
0 7 22482
3 1 22767
6 4 23333
0 6 23422
4 2 23491
2 1 23683
0 3 23755
4 2 23833
6 5 24240
2 1 24756
0 7 24803
0 9 25059
6 3 25071
5 1 25166
0 3 25431
0 1 25654
9 2 25692
3 1 25730
6 3 25840
3 1 26059
0 7 26083
3 2 26109
0 3 26174
0 3 26237
2 1 26318
0 9 27118
3 2 27279
0 8 27506
2 1 27637
0 7 27740
0 5 27878
0 2 27974
2 1 27994
0 2 28221
7 6 28399
0 5 28403
0 1 28566
3 1 28624
0 6 28707
0 2 28756
0 6 28885
0 2 28908
0 2 29120
0 5 29157
0 5 29308
0 9 29549
0 6 29552
0 3 29811
8 6 29925
2 1 30068
3 2 30149
8 1 30161
0 5 30441
0 1 30481
7 4 30620
0 2 30704
0 4 30737
0 8 30852
7 4 30910
0 9 30942
3 1 31058
3 2 31140
8 3 31285
0 3 31341
7 2 31389
0 3 31497
0 4 31535
3 2 31585
0 6 31610
0 3 32000
8 7 32016
0 5 32104
0 4 32432
7 5 32586
3 2 32783
8 6 32950
0 3 33014
0 7 33051
0 2 33252
0 2 33276
9 3 33648
5 3 33679
0 4 33873
0 5 33992
0 3 34001
2 1 34663
0 1 34671
0 5 34856
3 1 35177
0 1 35378
7 2 35464
4 1 35595
0 3 35688
0 4 35766
5 4 35828
0 7 36665
0 2 36946
6 2 37069
0 1 37143
0 4 37434
0 7 37516
8 4 37644
0 8 37697
8 1 37724
0 9 37908
0 8 37978
2 1 38025
0 9 38033
0 6 38104
9 2 38234
6 4 38571
0 8 38595
0 7 38621
3 1 38627
9 3 38820
