10 1
4 3 172
0 8 231
0 7 434
0 2 471
0 8 632
0 6 641
0 5 858
7 2 913
0 8 1103
4 3 1114
0 1 1192
0 9 1433
0 6 1473
2 1 1557
6 2 1564
0 3 1642
8 6 2014
4 1 2171
4 3 2207
6 4 2275
8 1 2302
0 6 2307
0 4 2322
6 1 2576
8 7 2585
6 4 2626
0 6 2658
6 4 2731
8 3 2839
0 4 2850
0 1 2898
0 4 2910
6 2 2965
2 1 3065
0 1 3394
5 3 3403
7 2 3413
0 7 3622
0 8 3788
9 6 4163
0 3 4164
4 2 4289
0 8 4382
0 9 4483
0 4 4836
9 4 4853
3 1 4893
0 6 4939
0 3 5057
0 4 5143
0 8 5383
0 7 5398
9 6 5580
5 4 5634
0 7 5866
7 1 5902
0 3 6027
8 5 6083
0 8 6220
4 1 6320
0 7 6478
2 1 6529
0 4 6557
8 4 6572
0 5 6619
0 4 6685
0 1 6787
9 5 7021
5 4 7087
0 3 7092
0 9 7118
6 2 7496
4 2 7679
2 1 7699
9 4 7702
0 7 7721
0 5 7811
9 3 8031
0 2 8057
0 9 8083
7 5 8084
0 9 8087
0 4 8198
2 1 8348
0 7 8399
7 2 8569
0 9 8611
5 4 8713
6 2 8754
0 4 8798
7 5 9393
0 5 9431
8 3 9661
9 6 9808
0 6 9935
7 5 10288
8 6 10456
0 5 10691
0 6 10701
0 8 10705
0 3 10989
9 6 11175
0 4 11201
0 5 11351
0 8 11456
0 5 11529
9 2 11569
5 4 11593
0 6 11636
0 4 11835
0 2 11855
6 3 11963
0 2 11987
0 4 12050
0 9 12172
0 2 12277
0 8 12455
0 8 12553
0 2 12554
0 5 12596
0 4 12603
0 2 12671
5 1 12700
5 3 12855
0 1 12866
0 7 12873
0 8 12884
0 6 12886
0 5 13044
0 7 13134
0 5 13667
0 8 13763
3 2 14021
0 6 14165
0 6 14347
0 9 14372
0 9 14413
0 8 14463
0 5 14570
0 2 14609
0 8 14699
0 2 15151
2 1 15183
8 2 15281
8 6 15384
0 7 15558
0 5 15682
0 1 15778
5 3 15782
0 5 15856
0 1 15875
0 5 15925
0 5 15953
0 7 16200
0 4 16236
0 2 16366
6 2 16393
5 2 16562
0 4 16607
7 2 16827
0 3 16866
6 3 17052
0 4 17183
0 8 17343
6 5 17699
0 2 17835
0 9 18215
4 1 18229
7 3 18355
6 5 18406
0 8 18541
0 4 18754
7 5 18896
9 6 19034
9 6 19174
7 4 19214
0 6 19572
9 1 19592
4 1 19805
0 4 19905
0 3 20018
0 5 20147
7 6 20238
5 2 20456
4 2 20513
0 2 20610
0 2 20627
4 2 20649
7 5 20799
0 3 20974
0 7 20988
0 2 21064
4 2 21104
0 3 21124
8 5 21353
0 1 21498
5 4 21513
2 1 21530
0 8 21583
0 9 21738
0 2 21862
0 5 21936
4 1 22004
0 3 22323
0 8 22625
7 6 22679
6 5 22765
0 7 22846
4 1 22970
0 4 23067
5 3 23585
9 4 23592
0 3 23610
9 6 23656
6 4 23948
9 4 24130
9 7 24265
0 9 24381
0 6 24385
7 3 24919
0 4 24933
0 6 24967
0 2 25001
0 5 25161
7 3 25168
0 9 25434
0 2 25449
9 7 26211
0 8 26237
6 3 26353
9 3 26855
5 3 26926
2 1 26928
0 5 27071
0 8 27166
0 3 27267
0 8 27345
4 3 27578
6 3 27656
0 6 27770
0 6 27902
0 6 28131
7 2 28290
7 1 28415
4 1 28762
0 6 28849
2 1 28894
0 2 29144
8 7 29192
0 9 29463
0 3 29477
0 7 29682
3 1 29830
0 2 29877
4 3 29938
4 2 29941
0 9 30027
3 1 30028
0 7 30258
2 1 30265
