10 1
6 4 34
5 3 37
3 2 52
9 5 63
8 3 102
6 3 112
6 4 131
3 1 187
6 2 204
5 2 206
0 2 264
0 3 348
0 9 354
0 1 366
8 7 368
4 1 386
8 4 401
0 3 416
3 2 476
5 2 501
4 1 552
0 9 660
0 5 722
0 5 728
9 3 758
0 2 763
0 8 795
4 1 824
0 8 855
9 5 907
9 8 923
0 5 970
3 2 995
0 2 1007
6 3 1056
6 2 1110
0 8 1198
0 7 1229
0 8 1235
5 4 1291
0 4 1392
0 9 1435
4 2 1443
5 4 1474
6 3 1497
7 5 1520
9 1 1530
0 8 1614
0 7 1626
5 2 1635
0 7 1664
7 4 1666
6 5 1676
7 1 1694
0 1 1733
5 2 1743
0 7 1753
4 2 1763
0 1 1798
2 1 1834
2 1 1855
0 1 1968
7 1 1976
0 3 2030
7 2 2085
6 3 2125
0 3 2126
0 4 2167
6 3 2176
0 1 2186
0 4 2197
0 8 2219
6 5 2241
0 7 2252
0 5 2312
7 3 2318
3 1 2338
5 3 2357
5 1 2369
7 6 2389
6 1 2404
7 3 2406
0 9 2430
0 4 2442
9 7 2471
2 1 2516
7 6 2574
9 1 2597
0 8 2773
0 3 2831
9 1 2897
3 1 2957
3 2 2992
0 3 3052
0 9 3058
0 4 3092
7 4 3124
0 2 3147
0 1 3195
0 1 3230
0 8 3269
9 4 3292
0 7 3318
5 1 3319
0 6 3378
0 4 3407
8 3 3420
0 9 3425
0 3 3447
0 3 3462
4 3 3479
0 9 3503
6 2 3527
0 3 3534
0 2 3563
0 2 3570
8 4 3604
0 9 3646
6 5 3671
0 7 3751
0 8 3783
6 1 3798
7 2 3871
0 8 3878
0 2 3882
4 1 3927
5 3 4001
9 7 4032
5 3 4063
0 8 4097
0 9 4142
8 2 4171
0 6 4177
6 3 4180
0 8 4185
0 7 4218
2 1 4407
9 6 4408
5 3 4423
0 3 4433
0 8 4463
4 3 4485
0 2 4499
7 2 4516
8 4 4545
0 4 4573
6 1 4581
0 3 4592
5 3 4604
0 3 4629
5 1 4635
4 1 4676
0 7 4690
9 6 4732
5 4 4743
0 1 4761
0 8 4851
4 3 4886
4 1 4895
0 9 4949
0 2 4989
