10 1
0 2 304
0 1 336
6 4 517
0 6 540
5 3 626
4 1 645
3 2 646
0 4 756
0 7 914
6 1 1116
9 2 1121
0 6 1272
0 8 2049
0 2 2151
6 2 2668
0 9 2674
0 6 2820
0 2 2888
4 2 3215
0 8 3661
8 5 3791
0 2 4309
0 5 4433
7 6 4739
7 4 4762
6 2 5255
0 3 5397
0 3 5398
0 1 5880
0 1 6631
0 7 6798
0 1 7103
0 2 7191
5 2 7485
0 7 7610
0 9 7786
8 2 7873
9 1 7958
0 2 7975
0 3 8017
0 8 8032
6 2 8266
0 8 8429
3 2 8656
8 7 8812
8 6 8846
0 6 9476
0 4 9776
0 3 10296
0 4 10570
7 3 10674
3 1 10689
0 2 10978
4 3 11280
3 2 11430
0 3 11530
0 3 11661
0 1 11725
5 1 11749
0 1 11877
8 3 12093
0 6 12850
4 3 12911
0 3 12944
7 1 13012
5 4 13519
0 8 13578
3 1 13598
8 5 13637
0 9 14157
0 4 14801
4 2 14914
5 3 14925
0 2 15455
0 9 15567
8 7 15602
8 4 15653
0 7 15924
4 3 16221
0 9 16242
0 9 16506
0 5 17102
0 4 17167
6 1 17168
0 9 17435
0 6 17714
0 4 18215
7 4 18452
0 3 18788
5 1 18789
8 1 18831
0 4 18888
0 5 19562
0 9 19958
5 1 21186
6 3 21257
0 1 21294
0 3 21338
5 2 21422
0 1 21569
6 5 21642
3 1 21973
8 7 22041
0 9 22183
0 1 22403
3 1 22446
9 8 22450
9 2 23204
0 6 23242
5 2 23311
0 6 23315
0 5 23942
3 1 24185
0 5 24341
5 4 24430
0 2 24503
8 4 24737
4 1 24899
0 6 25231
8 5 25812
0 9 26051
7 4 26629
5 1 26805
3 2 27504
0 5 27508
0 7 27843
0 3 27896
0 5 28295
0 5 28303
0 6 28553
0 1 28570
0 5 28693
0 6 28989
0 4 29118
7 2 29215
0 3 29301
0 3 30050
0 8 30120
8 5 30364
0 9 30597
0 4 30933
0 8 31254
4 2 31278
0 8 31439
9 7 31481
0 3 31517
6 5 31540
6 2 31711
0 8 32422
5 4 32673
0 4 32870
8 7 33432
2 1 33635
0 3 33698
0 3 33810
0 9 33973
8 5 34185
0 5 34324
8 6 34452
0 8 34578
5 1 34672
0 6 34887
0 7 35079
0 8 35272
0 4 35466
0 4 35500
0 7 35658
0 1 36181
0 4 36964
0 2 37515
0 8 37546
0 4 37706
0 9 37732
0 3 37787
0 5 37876
7 4 38510
0 3 38597
0 6 38654
6 1 39000
0 8 39132
8 6 39536
0 7 39546
6 5 39860
9 5 40265
7 2 40313
0 4 40453
5 3 40454
0 9 40629
0 7 41380
8 5 41537
9 6 41564
9 7 41845
0 9 41895
7 3 42071
4 3 42195
3 2 42361
0 4 42670
0 1 42741
0 5 43069
0 8 43184
0 7 43186
3 2 43237
0 2 43370
8 5 43411
0 9 43996
0 8 44124
0 2 44429
0 1 44535
0 7 44666
0 7 44905
9 3 44953
0 1 45134
4 2 45306
0 7 45372
0 6 45435
4 2 45438
0 6 45538
2 1 45708
0 4 45883
5 2 45997
0 8 46038
0 9 46129
7 5 46246
8 6 46465
0 5 46614
4 2 46948
0 9 46975
0 6 47030
0 5 47034
0 2 47427
7 2 47469
0 4 47630
4 2 47879
0 5 48198
0 2 48537
5 2 48989
0 4 49182
6 5 49347
0 8 49701
0 7 50219
0 9 50471
3 1 50713
9 5 50924
0 4 51026
0 1 51406
0 8 51647
0 9 51733
0 1 51779
0 1 51942
5 2 52333
8 7 52996
0 8 53229
0 5 53469
0 9 53507
7 6 53523
9 7 53528
0 5 53555
0 8 54004
8 4 54223
0 7 54458
0 4 54723
6 3 54967
6 3 55031
3 2 55129
3 1 55244
5 2 55260
6 3 55268
0 8 55959
0 4 55995
0 4 56157
0 1 56273
0 5 56455
0 5 56573
0 8 56702
0 7 56890
6 5 57106
0 3 57310
8 5 57579
5 4 57587
0 1 57701
7 6 57918
0 2 58536
6 2 58613
0 7 58851
6 2 59422
9 2 59436
0 6 60507
0 3 60918
0 8 60974
0 6 61011
0 2 61393
0 2 61466
0 2 61578
6 1 62078
3 1 62119
6 2 62355
8 3 63535
0 7 64065
9 6 64142
4 3 64184
0 3 64650
3 2 64732
5 4 64928
9 2 64953
0 1 64963
0 8 65215
7 2 65240
5 4 65587
0 1 65715
0 2 66348
9 5 66673
7 5 66901
9 5 67247
6 5 67265
0 5 67308
7 2 67418
6 5 67439
0 7 67492
0 4 67555
3 2 67566
5 2 67688
0 9 67906
0 6 67955
0 2 68481
2 1 68664
5 2 68726
0 5 69833
0 8 69910
0 1 70192
7 2 70914
0 3 71396
0 1 72129
5 4 72387
0 6 73032
7 1 73177
0 1 73480
0 1 73528
4 1 73564
6 5 73692
0 4 73831
0 4 73852
2 1 74189
5 4 74191
0 2 74704
0 3 75108
0 3 75298
5 4 75361
7 4 75457
0 7 76189
4 3 76311
0 3 76625
8 4 76663
0 8 76697
0 6 76754
7 6 76789
0 2 76971
0 4 77375
7 6 77844
0 7 78577
0 6 78815
0 4 78907
7 6 79339
0 7 79883
0 2 80124
7 1 80307
0 7 80581
4 3 80615
6 5 81040
6 4 81199
0 8 81235
5 3 81383
5 2 81545
6 2 81615
0 1 81698
8 2 81751
7 1 81795
0 2 82096
9 5 82100
0 1 82428
0 3 82453
6 3 82681
5 4 82699
4 1 83148
9 2 83156
8 4 83631
6 1 83962
6 2 84311
4 1 84324
8 3 84783
9 8 85609
6 2 85883
4 3 85967
9 5 86099
6 3 86103
8 2 86218
9 8 86388
0 1 86399
