15 1
12 4 168
0 13 346
14 13 355
0 9 362
0 2 406
0 12 474
0 14 495
0 4 541
0 13 591
14 1 597
2 1 763
0 8 917
0 9 1008
0 7 1012
0 5 1040
6 4 1136
10 4 1138
0 4 1239
13 11 1677
7 2 1833
0 9 1852
0 5 1854
0 13 1945
0 1 2028
0 1 2074
0 12 2109
4 1 2191
0 9 2208
9 2 2323
0 13 2344
0 13 2409
10 1 2416
9 7 2435
12 1 2608
0 8 2619
14 6 2660
6 3 2680
0 1 2846
0 3 2907
0 3 2910
6 1 2943
6 5 2944
0 12 2988
0 13 3106
0 7 3138
8 1 3237
0 1 3388
2 1 3435
10 8 3521
0 10 3649
6 2 3807
2 1 3841
0 7 3879
11 4 3902
13 1 3921
0 1 3965
12 5 4066
0 3 4124
0 4 4167
3 2 4395
0 6 4538
0 9 4612
9 5 4621
6 5 4704
10 5 4724
14 2 4726
0 11 4752
10 2 4852
14 6 4898
3 2 4983
0 12 5105
0 3 5136
0 5 5165
0 1 5293
0 6 5438
12 1 5451
0 11 5944
14 12 5958
11 5 6053
12 11 6087
11 4 6295
5 4 6416
0 4 6465
0 5 6473
0 10 6575
5 3 6636
11 3 6640
9 3 6892
0 12 6919
13 12 7035
0 8 7051
7 4 7095
0 13 7146
0 14 7341
9 8 7364
8 4 7437
0 4 7474
10 9 7561
0 4 7622
13 8 7668
0 2 7741
11 2 7792
0 9 7941
0 8 8047
3 2 8130
0 7 8419
8 5 8536
2 1 8566
10 6 8701
3 2 8715
0 9 8733
0 8 8755
0 7 8763
12 2 9056
0 13 9148
0 2 9232
12 2 9235
0 6 9341
3 1 9342
8 6 9354
6 1 9435
2 1 9448
0 6 9652
13 4 9683
7 2 9704
5 4 9771
0 2 9796
0 1 9803
0 2 9912
11 7 9963
14 11 9976
0 5 9993
13 1 10036
8 2 10057
14 4 10188
7 2 10214
0 3 10225
12 7 10298
3 1 10320
0 11 10429
13 2 10532
0 13 10634
0 10 10646
10 6 10675
0 1 10684
0 2 10702
0 2 10743
0 9 10773
13 1 10778
0 6 10954
6 5 11044
11 6 11076
0 9 11190
13 1 11205
0 7 11376
0 2 11603
0 14 11667
9 7 11880
0 4 12192
5 1 12268
0 1 12319
0 4 12388
5 4 12403
0 3 12452
0 14 12473
0 10 12494
13 5 12577
0 4 12606
11 1 12621
0 2 12655
0 7 12693
9 6 12928
0 9 12957
0 12 13073
0 7 13099
0 4 13159
0 14 13196
13 1 13235
11 3 13294
5 1 13391
0 8 13452
9 6 13794
14 2 13854
0 4 13860
5 3 13933
0 12 13964
12 11 13991
4 2 14016
0 9 14321
0 5 14364
0 14 14522
0 14 14828
8 3 15076
0 14 15106
11 9 15233
10 3 15421
9 2 15453
0 7 15583
5 3 15656
9 7 15659
0 14 15807
0 13 16099
0 2 16275
14 9 16317
0 9 16370
5 2 16382
0 3 16481
0 8 16544
0 8 16570
0 8 16583
6 1 16610
0 6 16668
0 7 16753
0 9 17069
8 7 17208
0 12 17282
5 2 17303
9 5 17317
0 2 17434
0 12 17591
0 12 17595
6 3 17710
3 1 17735
11 2 17788
0 13 17902
0 13 18057
5 4 18071
8 6 18166
7 1 18328
4 2 18423
0 1 18507
11 2 18544
0 7 18639
0 10 18977
0 10 19204
6 1 19219
0 10 19263
0 3 19299
12 10 19343
0 3 19636
10 3 19646
0 10 19699
12 2 19711
0 12 19744
14 10 19818
12 11 19914
0 14 19953
0 10 20008
0 9 20055
9 4 20121
0 10 20211
0 1 20277
0 3 20306
0 8 20349
2 1 20792
11 4 20898
6 4 20933
13 6 21057
9 2 21138
0 2 21226
0 11 21355
0 13 21420
0 2 21471
5 1 21586
0 2 21642
5 3 21684
0 3 21751
3 1 21766
12 8 21975
5 1 22027
0 3 22181
0 9 22218
0 14 22237
0 1 22255
8 4 22293
4 1 22370
5 1 22484
10 4 22533
0 13 22737
0 5 22915
0 3 23109
0 14 23239
0 4 23394
13 2 23465
0 9 23640
5 1 23650
11 3 23659
0 6 23725
2 1 23967
10 5 24073
8 2 24114
0 2 24163
10 7 24174
10 9 24312
13 6 24417
11 8 24486
7 3 24561
14 6 24652
6 1 24728
5 4 24864
9 7 25057
0 14 25088
5 4 25115
0 13 25232
0 3 25281
0 9 25600
5 2 25642
0 10 25697
0 4 25702
0 13 25747
0 8 25830
0 10 25833
3 2 26184
7 1 26382
0 6 26431
7 4 26477
0 10 26482
14 11 26745
4 2 26790
9 3 26807
6 5 26815
8 3 26825
0 11 27011
6 5 27041
0 5 27110
0 6 27125
0 11 27350
0 5 27381
0 8 27527
6 2 27648
0 5 27746
6 5 27842
8 3 27953
0 2 27987
0 12 28061
0 14 28599
0 4 28711
0 3 28894
9 4 28948
11 9 29073
0 10 29238
0 3 29243
0 13 29432
10 7 29524
6 3 29618
0 13 29639
3 2 29646
0 13 29669
6 3 29830
4 3 29853
12 4 29873
0 6 29983
0 4 30090
0 12 30105
0 9 30112
0 10 30126
9 7 30240
0 5 30272
0 8 30348
13 7 30395
5 3 30402
3 1 30455
0 14 30769
0 1 30846
14 1 30870
0 13 30960
0 4 30968
4 2 30981
0 12 31078
8 7 31248
5 3 31272
0 2 31304
2 1 31341
4 3 31346
0 9 31384
8 5 31430
8 6 31556
0 12 31570
14 12 31575
12 9 31736
0 7 31771
0 14 31882
0 7 31941
7 1 32090
0 12 32237
8 3 32301
0 7 32309
8 7 32327
11 1 32333
10 3 32366
3 2 32532
0 10 32538
0 2 32560
2 1 32570
13 6 32577
12 4 32603
0 5 32658
0 5 32732
9 6 32780
0 5 32908
8 6 33042
0 13 33203
0 9 33550
0 2 33581
0 5 33726
0 1 33805
0 1 33859
3 2 33866
0 2 34004
0 5 34059
11 3 34078
13 12 34336
14 7 34531
0 11 34551
14 12 34562
0 10 34637
0 9 34678
4 2 34853
5 4 34944
10 5 35052
0 7 35276
0 6 35413
0 7 35636
0 3 35733
13 4 35734
13 12 35770
14 3 35922
8 6 35962
4 3 35985
0 9 35995
2 1 36008
0 6 36045
11 9 36340
10 7 36502
12 11 36507
0 8 36604
0 1 36624
0 10 36771
0 4 36788
0 5 36844
7 1 36916
0 11 36955
9 2 37277
13 10 37357
13 3 37544
10 1 37548
6 1 37725
11 10 37728
0 1 37752
14 1 37851
0 11 37951
0 5 37959
0 4 37992
0 13 38059
0 4 38109
6 5 38171
2 1 38204
3 1 38214
0 4 38414
0 4 38515
3 2 38547
11 7 38579
10 7 38632
2 1 38907
9 4 39008
0 6 39014
10 8 39029
0 10 39040
0 11 39157
0 13 39217
4 2 39299
9 6 39324
0 12 39466
0 5 39481
0 10 39535
0 9 39663
12 3 39835
0 5 39926
12 6 39961
0 7 39980
6 4 40075
0 8 40117
5 3 40512
5 1 40665
0 6 40739
9 6 40775
7 4 40968
0 2 41240
0 9 41273
0 8 41291
0 9 41304
7 2 41382
0 9 41445
13 7 41468
0 10 41603
0 9 41912
0 8 42145
0 3 42154
0 1 42182
0 2 42294
0 8 42535
13 2 42628
0 12 42741
0 10 42821
0 12 42858
9 5 42957
0 5 43011
8 3 43051
3 1 43407
12 4 43459
14 4 43490
3 1 43546
7 3 43585
0 4 43663
0 1 43688
13 12 43822
11 10 43841
0 6 43852
0 11 43868
3 1 44032
0 2 44059
11 5 44172
7 6 44245
0 4 44249
0 3 44355
0 14 44523
0 7 44538
5 1 44570
0 3 44776
8 5 44785
0 2 44818
5 3 45219
2 1 45255
3 1 45507
0 5 45516
7 3 45635
0 2 45658
0 13 45662
0 13 45863
0 3 46088
9 8 46339
4 2 46546
0 6 46585
5 4 46963
0 8 47057
0 9 47128
13 2 47274
7 5 47421
7 4 47528
0 5 47702
0 7 47715
11 1 47813
0 12 47895
13 3 47949
5 3 48062
11 2 48136
8 5 48145
0 3 48282
9 1 48343
3 2 48419
0 1 48491
12 8 48680
0 7 48820
0 13 48894
0 14 48907
0 9 48928
0 1 49034
0 13 49060
0 1 49092
0 2 49157
0 3 49169
0 9 49175
0 3 49221
0 8 49310
0 1 49316
8 4 49331
0 1 49587
0 5 49704
9 4 49858
0 4 49864
12 3 49934
0 7 49957
0 4 49973
0 13 49982
0 14 50023
12 5 50214
2 1 50256
0 11 50305
0 5 50424
8 4 50508
7 2 50547
0 8 50753
0 14 50775
10 3 50805
3 1 50888
0 3 51019
0 7 51060
0 14 51096
0 1 51124
3 2 51173
0 14 51212
9 6 51358
14 10 51399
11 10 51418
0 7 51497
5 1 51525
0 5 51575
0 5 51578
14 2 51660
14 12 51688
0 8 51736
0 3 51747
0 13 51840
7 1 51977
4 3 52119
0 4 52221
0 6 52265
0 11 52272
0 10 52576
0 5 52923
13 8 52966
11 7 52967
7 1 52971
0 6 53012
0 13 53057
7 1 53144
5 2 53159
9 4 53259
0 9 53375
0 2 53572
3 2 53591
0 1 53622
11 5 53705
14 10 53713
0 7 53729
0 8 53811
0 2 54007
0 4 54103
3 1 54111
0 3 54188
9 6 54413
0 6 54530
7 2 54534
0 6 54665
11 5 54676
4 2 54763
10 8 54935
12 11 55100
0 12 55248
0 13 55286
9 7 55455
0 5 55527
11 2 55646
5 3 55653
13 12 55775
0 1 55845
3 1 55968
0 12 56045
0 11 56182
10 2 56190
0 11 56281
13 10 56298
10 6 56442
0 1 56517
13 6 56634
0 1 56655
10 7 56675
0 13 56813
0 14 56853
10 9 56914
0 12 57057
0 8 57121
0 2 57144
0 5 57202
0 9 57228
12 1 57361
2 1 57412
0 1 57496
10 2 57562
0 13 57656
0 5 57684
0 14 57826
9 4 58001
0 7 58052
0 14 58242
14 13 58280
12 6 58342
0 6 58346
7 3 58382
0 1 58486
4 3 58550
0 10 58602
0 14 58671
10 4 58818
0 14 58876
0 12 58973
0 12 59042
0 10 59120
12 4 59165
0 11 59176
9 6 59278
0 9 59382
10 1 59515
0 8 59585
0 9 59716
11 6 59833
0 13 59848
11 10 59873
0 3 59890
0 3 59958
0 12 60044
10 2 60180
0 4 60323
0 3 60418
0 5 60449
0 11 60648
2 1 60656
0 4 60913
0 10 61289
0 9 61345
0 3 61486
0 12 61586
0 10 61738
8 3 61744
5 2 61797
0 1 61849
4 2 61864
7 6 61872
0 12 61955
0 6 62051
12 3 62074
0 8 62190
0 11 62250
0 4 62304
0 5 62784
0 8 62924
0 14 62937
0 1 62944
8 3 63172
0 14 63414
9 8 63483
7 4 63494
0 2 63509
2 1 63721
10 3 63798
11 8 64003
0 1 64035
6 5 64126
10 9 64211
6 4 64304
0 4 64313
8 6 64374
0 13 64448
0 9 64468
0 14 64533
11 5 64678
0 3 64722
0 11 64818
14 12 64954
0 4 65163
0 11 65488
3 2 65603
0 1 65892
14 12 65963
0 6 65986
5 3 66043
0 8 66067
11 1 66130
9 6 66196
12 10 66220
10 8 66701
0 7 66740
0 7 66840
0 1 66982
0 11 67069
0 10 67151
6 5 67236
0 11 67242
2 1 67269
11 6 67291
0 9 67366
13 9 67493
6 3 67518
0 3 67551
14 1 67725
0 13 67770
0 9 67910
7 3 67981
0 13 68004
11 7 68019
0 2 68190
0 9 68576
6 2 68584
12 1 68641
0 7 68812
0 2 68830
0 11 68908
2 1 69115
7 4 69116
8 1 69191
13 12 69342
0 13 69522
0 5 69558
8 4 69675
3 2 69944
0 7 69948
0 12 69970
0 13 70017
0 5 70054
0 3 70197
2 1 70206
0 14 70562
0 14 70648
0 3 70724
13 6 70756
7 1 70852
14 8 70947
14 9 71125
5 3 71193
0 2 71265
0 5 71300
9 8 71397
0 5 71492
0 1 71643
14 8 71652
0 10 71674
0 5 71717
3 2 71765
3 2 71782
14 4 71811
0 8 71818
8 4 71939
0 12 71958
0 11 71961
0 10 72164
3 2 72229
9 5 72258
0 8 72330
13 6 72440
5 2 72462
11 1 72552
0 10 72816
12 2 72863
0 8 72931
0 7 72976
12 6 72983
0 9 73162
0 3 73242
5 4 73487
5 4 73563
13 9 73565
0 10 73678
0 3 73743
11 10 73955
0 5 73989
0 10 74030
0 2 74046
8 6 74393
0 12 74454
0 14 74482
3 2 74529
13 3 74796
0 10 74832
0 12 74852
0 12 75039
0 8 75440
0 5 75782
13 10 75969
0 12 75981
0 7 76155
0 11 76205
13 7 76225
10 3 76253
5 4 76561
0 3 76576
8 2 76599
6 5 76669
0 11 76675
0 7 76788
5 3 76826
4 3 76997
12 5 77009
2 1 77035
7 4 77100
0 7 77117
8 1 77235
0 4 77421
0 8 77457
10 3 77493
0 13 77683
0 10 77910
11 9 78147
0 1 78155
0 6 78269
11 10 78513
0 10 78551
3 2 78606
9 1 78662
0 2 78673
5 2 78714
0 8 78813
2 1 78837
0 6 78890
0 6 79015
0 12 79110
4 2 79197
13 7 79266
0 14 79414
8 4 79426
0 9 79489
0 13 79498
11 10 79614
8 3 79637
14 1 79676
0 5 79710
0 6 79722
0 2 79758
0 12 79967
0 3 80139
14 10 80190
0 6 80213
8 4 80345
0 6 80361
2 1 80410
0 13 80757
0 4 80805
0 8 81041
0 6 81144
9 3 81159
2 1 81257
0 13 81279
0 9 81346
0 10 81361
0 5 81469
0 2 81549
11 8 81561
7 4 81567
0 9 81762
0 1 81837
8 5 81975
0 6 82013
9 5 82108
5 1 82149
0 8 82183
9 6 82243
0 6 82306
5 1 82338
5 3 82446
0 12 82531
9 3 82543
0 13 82559
11 3 82753
