11 1
3 1 32
10 9 136
0 2 212
0 10 255
8 1 621
0 4 732
0 5 777
0 3 794
0 9 885
0 10 950
0 1 1056
0 2 1132
0 2 1375
0 6 1378
5 1 1396
7 1 1432
0 10 1439
10 8 1678
7 2 1684
6 5 1707
4 1 1768
2 1 1979
5 4 2032
0 4 2217
0 8 2324
0 4 2337
0 5 2367
0 2 2390
10 6 2483
0 6 2515
6 2 2617
5 4 2641
0 7 2667
0 7 2763
0 3 2793
8 7 2889
0 10 2940
4 2 3057
0 6 3217
4 1 3261
0 8 3354
7 5 3404
0 1 3433
0 8 3488
0 6 3540
0 3 3557
0 10 3563
10 4 3570
0 8 3605
0 4 3739
0 10 3791
8 2 3857
0 1 3879
0 4 3888
0 6 3946
0 4 4019
8 5 4090
0 5 4279
8 6 4298
0 9 4409
9 8 4865
0 7 4870
9 6 4958
0 3 5130
0 5 5143
0 9 5199
8 2 5299
0 3 5311
10 6 5890
2 1 6019
0 7 6088
0 7 6097
6 1 6182
0 9 6187
0 10 6397
0 9 6425
0 2 6428
9 7 6646
0 1 6931
0 1 7179
0 2 7195
9 1 7219
9 2 7304
0 5 7390
9 1 7733
3 1 7993
0 2 8277
0 3 8559
7 1 8588
4 2 8591
0 5 8622
7 1 8646
0 5 8684
7 6 8814
0 1 8980
7 6 9055
9 7 9118
0 9 9374
8 4 9485
0 5 9621
0 9 9787
0 4 9812
0 1 9836
0 9 9839
9 1 9891
5 4 9993
2 1 10035
0 4 10184
0 1 10232
0 8 10307
0 1 10381
2 1 10414
0 3 10429
0 1 10478
0 1 10960
7 3 10974
0 9 11070
0 2 11104
0 9 11341
0 1 11384
0 5 11435
3 1 11523
3 1 12041
6 2 12066
0 2 12122
0 7 12234
0 10 12301
0 2 12333
10 6 12363
2 1 12402
8 7 12582
8 1 12785
8 3 12829
0 7 12835
6 1 13079
0 5 13238
5 2 13239
0 6 13341
0 8 13408
0 3 13440
4 3 13592
0 6 13609
0 3 13684
9 7 13730
0 3 13743
0 7 13778
0 1 13806
8 7 13847
6 2 13878
6 1 13967
0 7 14066
0 4 14133
0 5 14141
0 5 14360
0 7 14393
0 10 14496
0 8 14613
0 5 14681
4 3 14728
0 3 14808
0 8 14918
0 4 14924
2 1 14946
0 4 14983
0 1 15040
6 2 15049
0 9 15133
0 10 15217
0 4 15242
0 1 15395
0 6 15497
0 1 15624
0 3 15806
3 2 15864
5 2 15953
0 9 16034
0 8 16355
6 5 16408
4 1 16579
9 6 16611
10 4 16652
0 5 16656
0 7 16814
0 7 16980
5 4 17193
4 3 17215
6 2 17216
0 7 17275
0 4 17292
6 3 17387
10 7 17469
0 10 17485
6 1 17488
3 1 17662
0 7 17772
8 4 17825
0 3 17861
0 1 18022
10 3 18063
0 10 18172
0 7 18180
0 10 18221
8 3 18581
0 4 18590
7 2 18688
5 3 18767
0 10 18872
5 1 18927
4 1 18930
0 7 19011
0 4 19117
0 6 19353
5 3 19495
9 7 19514
10 9 19594
0 4 19630
8 3 19641
0 9 19668
3 2 19734
0 7 19788
4 2 19825
7 2 19919
5 3 19930
0 3 20008
0 6 20014
4 2 20066
6 1 20138
2 1 20153
7 4 20326
0 8 20442
0 9 20444
0 7 20465
0 3 20489
9 4 20679
5 1 20692
8 4 20772
9 1 20777
9 7 20786
0 7 21040
4 2 21143
0 9 21253
0 5 21316
5 1 21381
0 8 21413
3 2 21492
3 1 21535
0 6 21586
7 6 21664
7 5 21736
0 8 21845
0 10 21856
0 9 21888
6 4 22027
0 1 22037
9 1 22186
0 3 22482
0 6 22572
0 4 22627
10 5 22830
10 7 22846
5 3 22965
2 1 23051
6 2 23088
2 1 23167
0 3 23312
0 7 23352
0 4 23400
6 3 23679
0 10 23808
4 1 24478
4 2 24650
8 6 24682
9 2 24712
2 1 24740
0 7 24864
0 2 24881
0 10 24934
0 4 25026
7 1 25088
0 9 25193
0 7 25309
0 3 25413
0 7 25475
6 3 25514
6 4 25552
0 9 25581
3 2 25613
0 7 25697
