5 1
2 1 170
0 2 252
4 1 254
4 2 287
3 2 333
0 2 558
0 3 685
2 1 728
0 4 781
0 4 788
0 2 848
4 1 908
0 4 922
3 1 994
0 2 1056
0 1 1096
0 3 1350
4 1 1377
0 3 1524
0 3 1525
0 3 1666
0 2 1706
2 1 1741
0 3 1762
4 1 1856
4 3 1932
0 2 2257
0 1 2301
0 1 2455
0 3 2726
4 1 2727
0 2 2938
0 4 2967
0 3 3024
0 3 3044
0 3 3069
0 3 3105
0 2 3210
0 4 3356
4 2 3452
0 4 3504
0 2 3515
0 2 3541
2 1 3568
0 2 3811
0 3 3816
0 2 3901
3 2 3909
2 1 4007
0 1 4054
0 3 4186
0 2 4259
0 4 4506
0 4 4536
0 4 4538
0 2 4580
0 1 4596
0 2 4616
4 3 4754
3 1 4846
0 2 4883
0 4 4892
0 2 4956
4 2 4991
3 2 5085
0 1 5220
3 2 5257
0 3 5324
3 2 5438
4 2 5480
0 4 5507
3 2 5725
2 1 5758
0 2 6013
0 1 6134
0 1 6260
0 4 6263
0 4 6287
0 1 6320
0 4 6528
0 2 6626
2 1 6664
3 1 6941
2 1 7005
0 2 7045
0 2 7085
4 1 7093
0 4 7229
0 3 7360
0 1 7382
2 1 7411
0 4 7529
4 2 7693
2 1 7989
0 4 8083
4 1 8258
3 1 8318
0 4 8330
3 2 8386
2 1 8454
0 3 8474
3 2 8522
3 1 8590
2 1 8714
2 1 9059
2 1 9081
0 1 9193
0 3 9334
4 3 9366
0 3 9368
0 3 9576
0 3 9580
0 4 9609
4 3 9661
4 1 9700
4 3 10016
4 2 10049
0 1 10071
0 4 10111
2 1 10227
3 2 10267
0 3 10272
0 1 10389
0 2 10392
0 3 10660
2 1 10802
4 3 10852
0 4 11128
0 2 11172
0 1 11176
0 4 11197
0 2 11221
0 2 11258
0 4 11456
2 1 11565
2 1 11729
0 4 11770
2 1 11777
4 2 11871
0 1 11873
0 2 12073
0 2 12158
2 1 12164
0 2 12354
4 3 12361
0 3 12596
3 1 12635
0 3 12707
0 1 12862
0 1 13028
0 1 13080
0 1 13346
0 4 13407
3 2 13471
4 1 13533
2 1 13575
3 1 13757
3 1 13780
4 2 13847
0 2 13866
0 3 13898
2 1 13909
0 1 14033
4 1 14117
0 1 14274
4 3 14325
0 1 14513
4 3 14669
0 2 14739
0 4 15038
0 1 15050
0 3 15148
0 1 15225
2 1 15294
0 4 15352
4 2 15533
0 2 15539
2 1 15678
0 3 15738
0 3 15746
0 1 15789
0 1 15960
0 4 16275
0 2 16343
3 2 16348
0 4 16359
3 1 16456
2 1 16616
0 2 16673
0 2 16725
0 2 16733
0 1 16756
3 2 16797
0 3 16808
0 1 16892
0 4 16992
0 1 17013
0 1 17106
0 1 17141
3 2 17159
0 3 17339
0 2 17393
0 2 17625
0 4 17685
0 4 17700
0 4 17716
0 1 17723
3 1 17744
0 3 17843
0 2 18117
2 1 18139
3 1 18152
0 3 18738
4 2 18826
0 1 19032
0 1 19201
0 4 19320
0 2 19421
0 3 19631
0 2 19765
0 2 19986
0 4 20057
0 1 20181
0 1 20191
0 2 20275
3 1 20337
3 2 20458
4 1 20565
0 3 20589
0 2 20614
0 1 20663
0 1 20757
3 1 20963
0 2 20986
0 1 21160
0 3 21245
3 1 21261
4 2 21378
3 1 21527
0 4 21625
4 3 21655
2 1 21658
3 1 21672
2 1 21687
3 1 21721
0 2 21946
0 1 21957
0 2 22122
0 1 22243
0 1 22300
0 2 22473
4 1 22603
0 3 22658
4 3 22758
0 4 22898
4 1 22946
0 4 23077
0 2 23093
2 1 23149
2 1 23246
2 1 23643
0 1 23737
0 4 23891
4 1 23914
0 3 23929
0 2 23983
2 1 24062
2 1 24247
0 2 24290
0 2 24506
0 1 24633
0 3 24833
2 1 25082
3 2 25153
0 4 25194
0 3 25244
0 2 25257
4 3 25283
3 1 25328
0 3 25389
0 2 25399
3 1 25413
3 1 25442
0 3 25514
0 2 25861
2 1 25887
3 2 25971
0 4 26077
0 3 26078
0 4 26185
0 3 26349
0 1 26354
0 2 26358
3 1 26530
0 2 26769
2 1 26857
0 4 26962
0 4 27048
0 1 27205
0 4 27331
0 4 27443
0 2 27610
4 3 27691
3 2 27709
0 3 27897
3 2 27898
0 3 27929
3 1 28034
3 1 28048
0 2 28123
0 4 28145
3 2 28179
0 4 28192
3 2 28209
4 1 28366
0 3 28436
4 2 28526
0 2 28618
0 2 28624
0 2 28751
0 4 28866
2 1 28913
4 2 29015
2 1 29229
0 2 29369
0 1 29375
0 2 29526
0 3 29631
0 4 29721
0 3 29788
2 1 29794
0 1 29812
4 2 29883
0 4 30049
2 1 30138
0 1 30142
3 1 30235
3 1 30378
4 1 30583
0 3 30672
2 1 30691
4 3 30746
2 1 30751
0 1 30800
0 4 30821
0 2 31037
0 2 31178
3 1 31251
0 3 31316
3 2 31360
0 4 31390
0 1 31420
0 1 31466
4 2 31526
0 2 31596
0 2 31798
0 3 31891
3 1 31958
0 4 31981
4 3 31995
4 1 32013
3 1 32185
4 3 32190
0 4 32274
0 4 32361
0 1 32435
2 1 32473
0 2 32808
0 2 32959
4 2 32992
2 1 33019
3 2 33032
0 3 33216
0 2 33322
0 1 33333
0 4 33383
3 2 33451
3 2 33608
4 3 33634
0 1 33641
4 2 33684
4 1 33779
4 2 33790
3 2 33855
0 2 34015
0 3 34181
0 2 34203
0 3 34592
0 2 34604
0 2 34695
4 3 34697
4 2 34757
3 2 34810
0 3 35060
0 1 35144
0 2 35446
4 2 35494
0 3 35524
0 2 35674
0 4 35750
0 4 36056
0 1 36078
4 3 36137
4 1 36224
4 1 36266
0 1 36297
0 1 36369
4 3 36376
0 3 36519
0 4 36583
0 2 36584
0 2 36591
4 1 36656
0 4 36758
0 3 36802
2 1 36881
0 1 36911
0 4 37005
0 1 37048
2 1 37100
3 2 37160
3 1 37183
0 2 37324
0 1 37405
2 1 37453
0 2 37517
3 1 37593
0 4 37651
0 3 37663
0 2 37900
0 1 38072
4 2 38108
0 2 38134
2 1 38138
3 1 38140
3 2 38168
0 1 38179
0 1 38316
0 3 38328
0 2 38433
0 2 38476
0 3 38585
2 1 38670
0 3 38833
4 3 38853
4 2 38866
3 2 38876
0 4 38880
0 1 38991
0 2 39099
0 4 39141
0 2 39267
4 2 39352
4 3 39384
0 2 39403
2 1 39433
2 1 39453
3 2 39518
2 1 39867
4 1 39900
3 2 39946
2 1 40020
0 4 40037
3 2 40089
0 2 40124
4 1 40152
0 1 40196
0 3 40287
0 2 40357
0 1 40458
0 2 40650
2 1 40696
0 2 40757
0 3 40779
4 3 40843
3 1 40955
3 1 41088
0 2 41091
0 4 41162
0 3 41174
3 1 41289
0 2 41297
0 3 41381
0 2 41475
4 2 41584
3 2 41674
2 1 41747
0 3 41825
3 1 41867
0 3 41904
3 1 41912
2 1 41935
0 3 41938
0 1 41947
0 3 41948
0 1 41950
0 2 41958
4 3 41995
3 1 42047
2 1 42060
0 3 42077
3 2 42114
3 1 42133
0 2 42434
0 4 42452
2 1 42547
0 1 42583
0 2 42646
0 2 42716
0 1 42787
0 4 42944
0 3 43027
0 4 43113
2 1 43159
0 1 43329
3 2 43334
4 1 43424
4 2 43461
0 4 43516
0 2 43682
0 4 43821
0 1 43834
0 3 43966
0 1 44124
0 3 44131
0 1 44147
0 4 44148
0 1 44179
4 2 44231
0 1 44245
0 2 44293
4 2 44445
0 2 44731
0 3 44820
4 3 45103
0 3 45385
2 1 45525
4 2 45716
0 1 45758
0 4 46047
3 2 46176
0 2 46279
0 2 46351
0 3 46403
0 1 46480
0 1 46481
4 1 46574
0 4 46594
0 2 46693
3 2 46701
3 1 46733
0 2 46961
0 4 47093
4 3 47157
0 2 47200
4 2 47219
0 1 47289
2 1 47750
0 1 47814
0 1 47849
0 4 47866
0 2 47892
0 3 47979
0 1 48236
4 2 48566
4 1 48683
0 2 48730
0 2 48830
4 2 48904
3 1 48968
0 3 49027
0 2 49301
0 3 49405
0 2 49679
0 3 50043
0 3 50219
0 3 50243
0 2 50263
3 2 50442
0 3 50517
0 1 50535
0 1 50666
4 3 51114
0 4 51355
0 3 51366
3 2 51518
0 2 51548
0 3 51555
0 3 51594
0 2 51627
2 1 51924
3 1 52238
0 1 52310
0 3 52335
3 2 52342
4 1 52360
3 1 52393
0 4 52510
0 3 52635
0 4 52829
0 2 53002
0 3 53088
4 3 53134
0 3 53148
3 2 53163
3 2 53247
0 3 53285
3 1 53303
0 3 53329
0 3 53604
0 2 53669
0 2 53717
4 1 53934
4 3 54144
4 3 54251
0 1 54296
2 1 54321
4 1 54345
0 4 54454
0 2 54458
3 2 54466
0 4 54494
0 2 54616
4 2 54645
2 1 54696
3 1 54796
4 1 54990
4 3 55259
3 1 55416
0 2 55550
4 3 55667
0 2 55691
0 3 55790
4 2 55847
4 3 55914
0 1 56162
0 4 56311
0 1 56386
0 4 56388
0 4 56525
0 1 56533
0 3 56611
2 1 56638
0 3 56647
0 2 56689
0 3 56832
0 3 56840
0 2 56998
2 1 57087
4 2 57107
3 2 57196
2 1 57376
0 2 57458
0 1 57563
4 2 57593
0 2 57758
0 3 57859
0 4 57869
4 3 57911
0 2 58060
0 1 58157
0 2 58233
2 1 58368
0 2 58384
4 3 58458
4 3 58529
0 4 58549
0 1 58789
0 3 58835
0 4 59124
0 4 59170
2 1 59230
0 3 59286
2 1 59331
0 2 59379
0 3 59455
0 1 59674
0 3 59777
4 1 59826
4 3 59836
3 1 59851
0 1 60069
0 2 60076
0 1 60141
2 1 60280
0 3 60285
0 3 60400
4 2 60572
0 1 60754
3 2 60782
0 2 60785
0 4 61013
0 2 61049
0 2 61268
0 3 61434
0 2 61728
0 3 61784
0 4 61796
0 3 61927
3 2 61956
0 1 62047
0 3 62079
4 1 62261
0 4 62375
3 2 62460
0 3 62487
3 1 62607
0 1 62647
4 1 62673
0 3 62777
0 4 63103
3 1 63109
0 1 63141
3 1 63163
0 1 63177
4 3 63501
0 3 63526
4 3 63779
4 1 63875
0 4 64028
4 2 64071
0 1 64286
3 1 64294
4 1 64453
0 3 64750
4 3 64806
4 1 64811
0 4 64823
0 2 64850
3 1 64913
4 1 64915
3 1 64929
0 4 64938
0 2 64991
0 1 65041
0 2 65071
4 1 65073
3 2 65088
0 2 65148
0 4 65270
0 4 65344
0 4 65351
0 2 65398
3 2 65679
0 4 65835
3 1 65872
0 3 66021
4 3 66081
4 3 66172
4 1 66215
0 2 66532
0 4 66659
0 3 66667
0 1 66747
0 4 66823
0 1 67000
3 2 67064
0 3 67111
0 1 67176
2 1 67317
2 1 67388
0 2 67425
0 1 67546
0 4 67675
3 2 67791
0 3 67838
0 1 67948
0 3 67954
0 4 68099
0 2 68217
0 1 68229
4 3 68258
4 3 68259
0 3 68340
0 2 68378
0 4 68477
2 1 68589
3 1 68592
4 3 68658
0 4 68684
0 4 68809
0 4 69028
2 1 69030
2 1 69097
0 3 69099
0 1 69102
0 2 69176
0 3 69198
3 2 69213
4 3 69269
0 3 69351
2 1 69361
0 2 69402
0 3 69558
0 3 69574
0 1 69652
0 4 69726
0 1 69745
4 2 69758
0 2 69800
3 1 69846
3 2 69974
3 1 69990
2 1 70004
0 4 70056
0 3 70167
3 1 70252
0 2 70367
0 3 70391
4 3 70546
2 1 70573
3 2 70594
0 1 70770
0 1 70795
3 1 70805
0 3 70973
3 2 71015
0 3 71040
0 1 71268
0 2 71300
0 4 71395
0 3 71401
3 2 71440
0 3 71571
0 2 71660
2 1 71691
3 2 71719
0 3 71804
2 1 71870
0 1 71959
2 1 71997
4 3 72054
2 1 72296
2 1 72367
0 1 72383
0 4 72409
0 4 72418
0 3 72484
0 3 72625
0 2 72653
0 2 72676
0 4 72855
3 1 72877
0 1 72904
0 3 72918
0 4 73117
0 3 73159
0 3 73312
2 1 73367
2 1 73427
3 1 73570
0 1 73605
0 1 73714
0 2 73748
0 1 73783
0 4 73889
0 1 73927
4 3 73978
2 1 74041
0 2 74063
4 1 74111
0 4 74238
0 2 74506
0 2 74524
4 1 74744
4 2 75165
0 2 75333
0 1 75358
2 1 75436
0 3 75500
3 2 75509
0 4 75512
0 3 75516
3 1 75528
0 2 75627
4 3 75693
0 4 75702
4 1 75749
0 1 75798
0 4 75903
4 2 75971
0 4 75980
4 1 75986
0 2 76150
0 1 76222
0 3 76338
0 2 76426
4 1 76474
0 3 76482
0 2 76502
2 1 76529
4 1 76551
0 1 76614
2 1 76725
0 4 76732
0 4 76771
4 2 76779
3 1 76809
2 1 76931
4 1 77070
3 1 77078
4 3 77086
0 4 77281
4 3 77339
0 4 77367
3 2 77424
0 2 77461
0 3 77482
3 2 77543
0 1 77732
2 1 77938
3 1 77967
2 1 78222
4 3 78286
0 3 78335
4 2 78340
0 3 78580
0 2 78603
0 3 78617
4 3 78707
0 2 78728
0 3 79059
2 1 79224
3 1 79536
2 1 79590
2 1 79803
0 2 80063
3 1 80145
0 4 80172
0 2 80235
3 2 80285
0 1 80437
0 1 80546
0 3 80890
0 4 81069
4 3 81150
2 1 81199
0 2 81276
0 3 81623
4 3 81634
0 4 81758
0 4 81827
0 4 81872
4 2 81913
0 1 81924
0 4 82071
0 1 82163
3 2 82271
4 3 82288
0 1 82411
0 2 82426
0 3 82463
0 2 82483
4 3 82497
0 3 82511
0 3 82517
4 2 82521
0 4 82814
0 2 82819
3 1 82904
0 2 82950
2 1 83200
3 2 83212
4 1 83313
3 1 83385
2 1 83399
3 2 83504
3 1 84025
2 1 84136
4 3 84139
4 3 84344
2 1 84452
3 2 84645
4 2 84825
4 1 84864
4 3 84876
3 2 85036
4 2 85195
4 2 85290
4 1 85299
3 1 85374
4 2 85483
3 1 85568
3 2 85600
2 1 85672
3 2 86012
3 2 86018
2 1 86121
4 1 86285
3 2 86323
3 2 86371
0 1 86399
