13 1
10 2 42
8 7 173
9 5 320
0 8 360
10 8 366
10 2 449
0 3 554
6 4 586
3 1 599
0 9 615
9 6 651
8 4 661
9 6 935
0 11 991
0 11 996
6 5 1017
10 6 1031
0 7 1057
11 5 1128
4 2 1174
0 4 1178
10 9 1268
0 1 1269
12 9 1295
7 1 1332
6 3 1347
9 6 1349
0 1 1398
0 9 1494
8 3 1560
0 9 1677
0 6 1680
0 8 1698
0 2 1738
10 2 1801
0 11 1859
12 1 1978
5 2 2081
11 10 2155
11 4 2185
0 3 2222
0 11 2223
7 5 2342
7 3 2365
0 2 2537
11 9 2584
0 3 2609
0 4 2682
0 9 2742
0 3 2779
4 1 2950
0 12 3048
0 11 3066
0 1 3164
5 4 3171
0 11 3322
0 9 3395
0 7 3456
0 6 3460
0 9 3524
0 6 3701
0 1 3762
0 6 3768
0 9 3848
0 9 3852
0 12 3894
6 1 3936
0 9 3944
0 12 3982
10 2 4170
0 2 4296
5 4 4336
7 4 4492
3 1 4496
0 3 4567
0 7 4702
0 5 4735
0 4 4920
6 1 4927
8 6 5135
0 4 5281
12 4 5330
3 2 5500
0 8 5546
0 11 5735
0 10 5809
0 12 5901
0 11 5979
10 5 5993
3 1 6067
10 2 6180
7 4 6181
5 3 6382
0 12 6421
0 2 6427
0 9 6500
11 3 6504
0 7 6521
0 6 6598
0 12 6970
0 5 7292
0 12 7398
0 1 7577
11 7 7638
10 4 7694
3 1 7923
11 8 7947
10 5 8019
6 2 8029
0 2 8138
6 3 8158
3 1 8492
0 12 8578
0 6 8601
0 9 8694
9 3 8712
4 2 8749
4 2 8952
0 6 9016
12 3 9408
7 6 9532
0 8 9646
0 8 9942
0 9 9999
11 10 10046
3 1 10192
0 1 10196
3 1 10243
0 5 10262
0 12 10316
10 8 10324
12 10 10363
3 1 10364
0 9 10374
3 1 10552
0 12 10559
0 12 10660
12 1 10699
11 2 10725
2 1 10843
5 3 10866
5 1 10977
0 4 11037
0 10 11075
9 4 11106
0 4 11107
0 4 11207
7 1 11217
0 10 11281
0 7 11291
3 2 11404
8 6 11498
5 2 11552
12 2 11569
3 1 11717
0 5 12020
11 5 12025
8 5 12037
6 2 12135
0 2 12150
7 4 12182
5 2 12207
0 5 12518
0 9 12537
0 2 12627
0 4 12696
0 3 12796
0 7 13294
8 6 13399
9 3 13428
0 11 13485
2 1 13810
10 3 13880
0 12 13914
0 3 14026
0 12 14046
0 12 14080
0 1 14082
0 7 14088
0 3 14209
5 3 14403
12 2 14430
0 1 14458
6 2 14461
4 3 14481
0 8 14509
0 6 14524
0 9 14721
0 1 14786
0 1 14849
0 10 14877
8 7 15146
0 1 15265
9 6 15266
0 12 15489
0 2 15537
0 4 15546
12 10 15811
0 7 15857
0 2 16052
9 8 16054
2 1 16093
0 5 16158
0 3 16198
6 3 16376
7 3 16463
3 2 16480
