9 1
7 3 264
0 3 332
0 8 341
7 1 514
0 3 536
2 1 701
0 3 849
8 4 1019
8 6 1025
0 3 1104
0 8 1131
0 6 1272
7 2 1316
0 2 1451
4 3 1496
0 8 1514
6 4 1529
0 7 1668
0 2 1774
0 2 1876
0 6 2029
7 5 2055
0 2 2074
8 7 2079
0 8 2114
6 3 2141
0 7 2173
4 3 2256
0 7 2284
8 2 2582
7 5 2696
0 2 2767
0 1 2932
0 3 2997
0 3 3015
6 4 3143
0 1 3353
0 2 3368
4 1 3437
8 3 3561
2 1 3590
6 4 3633
3 1 3699
6 1 3987
0 5 4089
4 3 4103
0 5 4345
0 2 4454
0 6 4463
2 1 4672
8 5 4729
0 1 4948
0 1 4973
4 1 4982
0 8 5034
0 4 5177
0 6 5278
0 8 5403
5 1 5488
6 1 5498
3 1 5507
0 8 5552
6 3 5638
0 7 5677
0 6 5893
6 5 5920
0 8 5942
6 2 5986
0 4 6027
0 6 6307
3 2 6357
6 4 6656
0 3 6804
6 4 7011
6 4 7209
0 5 7243
0 7 7256
0 7 7265
0 8 7401
0 7 7535
0 1 7550
0 7 7561
4 2 7661
0 1 7727
0 7 7730
0 8 7840
5 4 7874
4 1 7898
0 3 7911
0 4 8032
5 3 8053
5 2 8064
0 5 8073
6 3 8156
8 2 8301
0 8 8350
8 5 8396
8 1 8467
0 4 8740
0 5 8778
0 4 8864
3 2 8997
7 3 9040
6 1 9129
0 5 9296
8 7 9574
0 1 9631
0 4 9713
0 8 9796
0 4 9859
0 5 9944
0 6 10064
0 6 10100
0 2 10217
0 1 10257
0 2 10349
0 4 10387
0 6 10506
3 2 10668
0 1 10682
0 3 10718
0 1 10741
0 4 10782
0 6 10860
0 1 10895
6 3 11028
0 8 11256
8 2 11341
0 3 11392
8 3 11431
0 2 11523
4 3 11608
7 1 11726
0 6 11734
0 2 12042
0 8 12109
0 7 12274
0 6 12508
0 3 12635
0 2 12649
8 2 12679
0 3 12781
0 5 12783
0 8 12963
0 1 13013
0 8 13029
0 8 13083
0 2 13120
0 8 13153
0 8 13210
7 4 13395
0 5 13610
0 2 13658
0 3 13702
3 1 13760
5 4 14051
4 3 14213
0 6 14282
6 5 14457
0 5 14502
0 2 14503
0 8 14540
0 5 14563
2 1 14593
0 8 14602
8 1 14677
0 4 14689
8 7 14748
7 6 14760
8 1 14848
8 7 14891
0 5 15044
0 8 15376
6 4 15378
0 2 15445
0 1 15686
7 6 15939
0 6 15956
0 8 16007
0 5 16065
0 3 16114
0 1 16204
8 3 16394
8 4 16552
0 6 16777
7 3 17227
0 7 17307
0 3 17479
6 4 17502
5 3 17602
0 3 17719
2 1 17736
3 2 17766
5 2 17895
0 8 18081
3 2 18098
0 7 18156
7 3 18363
0 6 18391
0 6 18399
0 4 18448
0 5 18471
0 2 18538
4 2 18543
0 6 18579
0 6 18594
0 3 18638
6 5 18697
0 2 18753
0 4 18856
0 5 18967
0 1 18969
7 1 18994
0 2 19006
0 1 19078
7 1 19171
0 2 19208
7 2 19211
0 8 19217
5 2 19332
0 6 19415
7 5 19467
0 2 19485
0 3 19518
5 2 19802
0 6 20013
0 3 20162
0 2 20251
0 5 20380
0 2 20565
5 1 20657
0 8 20658
6 1 20679
0 7 20989
0 4 21071
4 2 21159
7 6 21176
0 1 21207
5 4 21215
0 5 21388
0 6 21521
0 7 21587
0 2 21596
4 3 21619
0 1 21645
0 5 21689
4 2 21860
0 8 21960
7 5 22128
0 8 22243
0 3 22259
8 5 22353
0 2 22392
0 1 22505
0 4 22690
6 4 22725
0 3 22863
2 1 22936
8 4 23013
7 3 23061
0 3 23144
0 4 23353
0 5 23371
0 7 23456
0 1 23548
0 4 23565
5 4 23572
7 3 23605
0 3 23617
0 7 23632
0 6 23712
5 3 23727
0 3 23915
4 2 24056
0 6 24119
0 1 24288
3 1 24325
5 4 24426
6 5 24430
0 6 24566
5 3 24651
0 3 24682
5 2 24790
5 2 24831
0 8 25013
2 1 25148
0 7 25176
7 1 25224
2 1 25229
0 5 25315
0 5 25318
5 2 25401
0 6 25488
3 2 25494
0 5 25613
8 1 25653
2 1 25673
0 7 25707
0 2 25807
6 1 25847
6 1 25904
8 7 26117
7 3 26418
0 4 26647
8 4 26766
0 7 26793
0 8 26846
8 6 26903
0 6 26948
5 4 27021
0 5 27076
8 5 27101
6 5 27136
0 5 27340
0 5 27430
6 5 27496
0 4 27553
0 5 27723
0 6 27739
7 3 27865
0 7 28047
8 7 28426
0 2 28430
0 2 28453
5 4 28499
0 5 28528
0 2 28676
0 7 28693
8 2 28728
0 8 28788
0 8 28861
0 5 28879
0 6 28967
0 2 29180
0 4 29232
0 4 29243
0 2 29268
2 1 29354
0 8 29370
0 5 29469
0 1 29698
3 1 29715
7 6 29774
5 4 29780
4 2 29799
0 3 29806
3 1 29912
0 4 29944
8 5 29999
8 3 30102
8 6 30562
0 4 30727
5 2 30969
6 3 31042
0 5 31156
0 2 31310
0 1 31512
2 1 31635
8 7 31665
0 4 31816
0 3 31817
0 6 31825
0 8 31965
0 2 32037
6 2 32111
0 6 32163
6 3 32174
5 1 32311
6 2 32397
0 5 32683
4 3 32807
0 1 32847
8 5 32880
0 3 32888
2 1 33021
0 2 33121
0 2 33170
3 1 33230
3 2 33330
0 6 33482
4 2 33609
0 1 33733
0 6 33793
8 2 33838
0 5 33842
0 3 33871
0 3 33943
0 7 34185
7 4 34198
4 1 34225
0 4 34255
7 4 34413
0 6 34493
3 2 34501
0 6 34555
0 7 34641
0 4 34696
0 5 34704
0 6 34855
0 2 35025
0 7 35042
0 2 35111
0 1 35134
0 5 35150
3 2 35176
6 1 35502
0 8 35546
6 1 35587
8 2 35886
8 2 36009
0 8 36130
0 7 36287
6 5 36375
0 3 36412
0 7 36444
3 1 36703
0 5 36713
2 1 36716
0 5 36812
0 2 36847
6 5 36925
2 1 36933
6 1 36937
4 2 36971
0 2 37072
8 2 37189
0 5 37222
4 2 37330
0 7 37378
0 1 37451
6 3 37610
0 1 37666
0 4 37687
6 5 37795
0 2 37934
6 4 37988
0 1 38083
4 2 38117
3 1 38149
5 3 38159
0 2 38270
2 1 38436
7 4 38752
0 4 38785
0 2 38981
0 2 39003
7 6 39043
0 8 39168
0 4 39187
0 1 39196
0 7 39261
0 5 39354
6 3 39394
0 8 39400
0 1 39464
0 3 39621
5 3 39653
0 1 39921
0 6 39931
0 3 39955
0 8 39970
0 6 39979
7 4 40065
0 2 40068
0 1 40137
6 2 40353
3 2 40372
3 1 40417
0 6 40464
0 2 40484
0 7 40707
0 7 40716
7 1 40729
5 3 40741
3 2 40783
0 6 40910
0 4 40929
0 3 41183
8 2 41282
7 3 41306
4 3 41510
0 1 41541
5 4 41804
0 3 41836
4 3 41844
5 2 41886
5 2 42041
0 7 42048
0 8 42239
7 6 42243
0 3 42280
5 3 42489
8 1 42714
0 7 42785
6 4 42787
0 4 42916
0 8 43035
6 1 43146
0 3 43454
7 6 43647
8 2 43889
0 6 43896
0 8 43967
4 1 44008
0 4 44063
4 1 44301
5 1 44388
0 4 44517
0 3 44664
0 4 44862
6 2 44863
5 4 44966
0 2 45139
0 8 45166
3 2 45205
0 1 45229
5 1 45329
0 1 45366
0 4 45412
0 3 45432
0 2 45475
3 2 45558
7 5 45579
0 1 45697
8 1 45950
0 7 46099
0 5 46224
7 1 46256
0 7 46441
0 3 46556
0 6 46656
0 8 46662
5 4 46785
2 1 46855
7 6 46863
0 3 46988
2 1 47001
0 2 47139
0 8 47187
2 1 47201
7 6 47228
0 1 47275
0 8 47499
6 2 47502
0 6 47602
0 6 47617
5 2 47661
5 1 47714
8 7 47762
0 3 47847
8 3 47904
0 2 47946
0 4 48167
5 4 48255
0 5 48286
4 3 48468
3 1 48831
5 1 48989
0 8 49028
0 3 49207
0 8 49213
0 8 49290
0 4 49547
2 1 49609
8 7 49642
0 6 49680
0 1 49760
0 2 49786
0 6 50014
6 4 50025
6 5 50384
5 1 50496
2 1 50564
0 7 50626
0 4 50803
4 3 50833
0 2 50835
5 3 50953
0 1 50958
0 5 51044
7 4 51062
0 7 51108
0 2 51253
0 5 51266
2 1 51268
0 3 51322
8 5 51336
0 2 51342
0 6 51352
0 2 51397
0 1 51456
0 1 51459
3 2 51468
7 5 51530
7 6 51546
0 5 51580
0 3 51679
5 2 52078
7 2 52095
7 4 52188
5 2 52217
0 5 52431
6 2 52605
4 2 52677
0 8 52718
0 2 52727
7 5 52746
0 6 52771
5 3 52937
0 8 53057
3 1 53090
6 4 53096
