11 2
5 3 2
4 1 87
9 4 150
9 4 160
4 1 168
0 9 236
0 1 309
0 9 363
6 1 371
6 5 403
0 2 528
0 10 795
0 4 897
0 9 907
0 9 929
0 5 962
9 1 963
0 5 999
0 8 1016
0 3 1021
0 7 1033
8 1 1131
10 5 1171
7 3 1196
0 2 1207
0 8 1216
4 3 1281
0 1 1389
0 6 1554
4 1 1622
0 7 1688
0 7 1757
0 1 1819
0 5 1875
0 8 2001
0 5 2064
0 9 2362
0 10 2383
0 1 2489
7 3 2497
6 2 2508
0 10 2520
0 6 2588
0 9 2643
0 10 2661
5 2 2678
0 2 2892
3 1 2926
0 7 3130
0 7 3141
0 5 3328
0 1 3336
9 6 3426
0 4 3559
9 5 3685
0 1 3911
0 1 3914
3 1 3947
9 1 4124
0 5 4286
0 6 4335
10 9 4363
3 2 4381
8 6 4402
0 3 4524
5 3 4714
0 6 4735
2 1 4748
9 5 5056
0 9 5070
0 9 5101
0 7 5170
10 7 5206
0 2 5217
7 5 5453
6 1 6042
0 8 6156
8 4 6167
7 5 6218
0 4 6362
0 1 6399
0 3 6563
2 1 6683
0 1 6764
2 1 6911
0 2 7144
10 1 7257
0 7 7616
3 1 7755
9 5 7838
7 3 8063
0 9 8312
2 1 8376
0 10 8377
0 6 8449
8 5 8460
3 1 8485
0 2 8525
7 6 8667
0 6 8708
0 1 8727
6 4 8853
0 3 8873
10 5 9135
10 4 9234
0 3 9325
2 1 9840
0 3 9894
0 4 9930
7 6 9985
0 3 10007
0 8 10254
0 2 10276
0 8 10443
0 4 10446
0 2 10776
0 4 10834
9 1 10848
5 4 10927
4 2 11175
0 8 11241
0 10 11246
6 1 11336
0 10 11558
0 8 11576
9 4 11586
6 5 11747
0 6 11787
4 1 11788
0 8 11845
0 4 11911
6 1 11972
0 3 12055
0 2 12094
0 4 12225
0 9 12324
4 2 12379
0 5 12382
9 5 12463
4 3 12530
8 3 12557
9 5 12569
0 10 12582
9 2 12585
10 3 12595
4 2 12688
0 6 12695
0 1 12807
9 5 12943
0 4 13078
10 4 13358
2 1 13392
8 7 13454
10 4 13585
4 2 13590
0 9 13910
5 1 13934
0 3 13941
3 1 13996
0 7 14007
0 8 14056
0 4 14187
0 7 14423
0 2 14429
2 1 14454
0 4 14501
0 10 14550
8 6 14564
5 2 14595
0 10 14599
0 10 14640
0 5 14764
0 9 14792
3 2 14912
6 5 14990
8 2 15000
10 5 15019
0 9 15108
0 7 15192
8 2 15220
9 7 15543
0 2 15571
0 10 15650
6 1 15727
5 2 15851
2 1 16053
9 3 16300
0 4 16322
8 1 16388
0 8 16434
0 6 16695
2 1 16746
8 7 16861
0 8 16911
10 5 17114
5 3 17175
0 3 17288
6 5 17305
8 4 17348
0 4 17532
4 3 17664
0 2 17705
8 1 17808
0 2 17942
5 1 17949
0 4 18077
0 10 18345
0 6 18362
0 5 18455
0 5 18480
0 7 18579
9 6 18602
7 4 18652
0 7 18901
5 4 19041
0 7 19058
0 8 19211
0 3 19230
6 4 19329
0 4 19593
0 9 19636
7 1 19709
0 7 19742
0 2 19804
0 2 19838
0 1 19896
0 5 19919
0 10 19994
6 3 20066
8 3 20419
0 10 20565
2 1 20574
2 1 20624
10 9 20709
0 10 20780
0 8 20822
0 9 20897
0 1 20951
10 1 21001
8 6 21087
6 1 21197
0 3 21278
0 1 21311
0 6 21344
9 5 21359
2 1 21529
0 5 21552
0 5 21561
9 7 21699
0 7 21704
7 1 21750
0 10 21862
8 6 22145
0 10 22229
3 1 22233
0 3 22793
4 3 22979
5 1 23018
0 6 23035
7 6 23058
4 2 23177
7 6 23332
3 2 23435
0 3 23470
0 1 23783
6 1 23784
5 1 23833
0 4 24002
0 1 24058
0 10 24329
0 3 24368
0 9 24369
7 5 24411
0 6 24453
0 9 24573
