11 4
0 5 242
4 3 265
4 1 589
0 5 610
0 4 686
7 3 688
0 5 709
7 4 846
0 9 911
0 6 1033
0 6 1082
6 3 1107
0 6 1234
0 10 1241
0 8 1271
0 6 1348
6 3 1351
6 5 1425
6 5 1475
2 1 1490
4 2 1534
0 7 1535
0 3 1566
5 2 1611
6 2 1912
0 10 1969
9 6 2121
7 6 2332
4 1 2440
0 4 2658
5 4 2705
0 6 2726
0 3 2924
0 8 2957
2 1 2973
0 8 3037
9 3 3059
5 1 3122
0 7 3243
8 2 3288
6 2 3310
5 2 3319
7 2 3348
0 8 3423
10 6 3465
0 8 3467
0 7 3518
2 1 3519
0 7 3535
0 4 3575
0 9 3678
4 3 3787
0 10 3792
0 7 3944
4 2 3972
0 4 4176
2 1 4266
8 1 4335
0 2 4362
0 2 4400
0 6 4425
0 8 4481
0 9 4585
0 3 4724
7 5 5018
0 1 5073
0 5 5254
0 9 5315
0 8 5380
5 3 5386
0 5 5514
0 7 5553
8 4 5771
0 10 5947
5 4 5962
3 1 6028
5 3 6037
3 1 6088
0 9 6165
0 7 6202
0 7 6301
10 6 6326
0 1 6339
6 4 6373
0 3 6386
6 5 6414
0 2 6504
0 4 6677
0 9 6790
6 4 6902
0 1 7037
0 8 7136
9 1 7204
6 3 7421
6 3 7658
4 1 7712
0 4 7757
0 10 7813
5 4 8245
8 7 8251
0 8 8289
6 2 8326
5 1 8336
0 1 8353
0 6 8410
0 8 8503
3 1 8524
0 4 8624
8 4 8627
0 10 8746
6 3 8813
0 5 8854
10 1 8949
0 7 8984
0 3 9070
0 4 9280
0 9 9361
9 5 9402
0 10 9427
6 2 9519
0 9 9670
8 2 9682
0 3 9745
0 6 9767
0 5 9822
5 3 9987
10 6 10179
10 5 10198
3 2 10257
0 7 10330
10 6 10377
10 6 10743
0 4 10791
0 1 10795
8 6 10917
0 6 11024
6 4 11079
0 4 11084
10 8 11104
2 1 11155
9 1 11177
9 1 11330
0 5 11525
8 7 11766
9 4 11921
5 3 11954
10 8 11994
8 1 12134
0 8 12298
0 2 12442
0 6 12483
6 4 12501
6 4 12811
0 1 12904
9 4 13061
6 5 13071
0 3 13076
0 2 13091
4 2 13121
0 1 13162
0 2 13230
0 4 13551
4 1 13594
0 7 13699
5 4 13707
0 3 13747
0 9 13901
5 2 13907
7 4 13946
0 7 14028
0 1 14037
10 2 14089
8 1 14185
0 5 14261
5 1 14318
2 1 14439
0 7 14571
0 8 14640
8 1 14683
4 1 15118
4 3 15196
0 5 15246
0 8 15365
0 8 15383
0 3 15517
0 2 15540
2 1 15661
10 7 15784
7 5 16009
6 4 16036
0 7 16112
6 2 16128
0 10 16292
0 5 16295
0 1 16611
0 5 16636
0 3 16701
0 6 17003
0 9 17006
5 4 17035
0 10 17487
0 6 17596
6 1 17764
0 4 17858
0 3 18048
0 7 18076
0 9 18104
8 6 18183
0 3 18305
0 8 18328
0 6 18363
6 2 18418
0 2 18500
8 5 18557
0 10 18792
0 10 18919
7 5 19171
0 1 19310
6 5 19331
0 1 19398
9 3 19411
0 7 19546
0 3 19552
10 6 19556
0 3 19742
0 1 19826
5 3 19933
4 1 19970
0 1 20072
0 10 20082
6 3 20146
10 8 20161
0 5 20211
0 5 20272
0 3 20428
3 2 20544
0 2 20639
5 3 20703
0 7 20708
0 3 20831
6 5 20852
0 1 21040
0 9 21046
8 4 21261
0 7 21307
0 3 21391
0 1 21543
0 5 21638
0 1 21779
10 8 21872
0 5 21994
0 2 22029
0 6 22090
0 8 22156
9 2 22221
0 6 22229
9 5 22347
0 6 22674
0 2 22742
8 7 22768
0 8 22845
0 8 22849
9 6 22971
0 10 23185
6 3 23213
0 8 23300
0 4 23337
0 9 23373
0 1 23449
4 3 23520
10 3 23538
0 3 23539
5 4 23898
0 8 23922
4 1 23930
4 2 23948
0 2 24212
0 9 24233
2 1 24289
6 5 24369
9 8 24447
0 6 24784
0 5 24836
7 5 24903
0 5 25006
0 7 25029
0 7 25054
8 4 25055
10 3 25098
7 6 25221
0 9 25248
0 6 25369
6 1 25503
0 8 25689
0 3 25751
0 6 25839
8 2 25888
0 1 25950
0 4 26040
3 1 26074
0 9 26173
0 9 26200
0 1 26381
0 9 26391
0 8 26446
0 10 26560
7 4 26572
8 3 26620
0 7 26629
7 4 26640
0 2 26678
0 6 26717
0 6 26836
0 4 26841
0 3 26909
4 2 26954
10 9 26958
6 2 27058
0 2 27063
7 2 27274
2 1 27365
8 2 27633
0 6 27740
6 5 27940
0 4 27993
0 6 28048
0 1 28120
10 9 28124
0 10 28175
0 4 28256
4 1 28264
0 5 28479
0 8 28488
0 7 28586
0 1 28792
7 3 29039
0 10 29147
9 7 29203
7 4 29219
0 4 29275
0 4 29383
5 2 29695
2 1 29703
9 8 29855
3 2 29886
4 2 29928
0 3 30278
2 1 30362
7 1 30390
0 5 30423
0 3 30867
8 1 30996
0 1 31213
3 1 31330
0 9 31366
0 2 31460
0 6 31559
0 6 31621
0 9 31790
3 2 31831
0 3 31840
0 10 31853
0 9 31917
8 4 32062
10 2 32087
0 5 32236
5 1 32280
8 3 32326
0 5 32439
7 3 32492
5 2 32628
8 4 32892
0 7 32936
0 8 33148
0 4 33166
7 4 33254
0 8 33574
3 2 33647
0 5 33905
0 6 34069
10 1 34098
0 7 34118
9 8 34186
0 2 34232
0 4 34248
0 5 34278
6 3 34302
9 2 34380
0 4 34390
10 2 34514
0 1 34651
0 10 34681
3 2 34691
0 9 34741
0 3 34819
0 2 34918
5 1 34965
5 2 34997
0 9 35089
5 2 35161
0 6 35169
6 4 35204
0 5 35217
0 5 35348
7 2 35544
6 5 35680
0 5 35683
0 9 35728
0 2 35899
10 4 36049
0 10 36107
5 4 36210
0 5 36288
0 1 36357
0 7 36421
0 8 36638
0 10 36667
6 4 36803
5 3 37148
7 1 37245
3 1 37638
0 1 37639
2 1 37645
0 9 37712
0 9 37838
4 1 37868
2 1 37886
0 4 38085
0 4 38090
0 5 38198
0 3 38237
0 2 38252
0 5 38315
5 3 38435
0 3 38771
5 2 38772
8 7 38843
6 2 39039
3 1 39093
9 4 39134
4 3 39298
0 2 39408
8 4 39431
0 3 39450
0 5 39845
9 5 39908
0 9 39989
0 10 40251
8 6 40329
10 1 40393
4 2 40663
0 8 40745
10 9 40764
0 4 40879
9 3 40909
0 3 41048
0 1 41110
0 9 41207
0 3 41213
0 2 41266
6 3 41503
0 6 41599
8 2 41607
9 2 41659
0 5 41690
0 4 41825
6 2 41983
3 1 42162
0 5 42166
0 6 42232
0 6 42444
7 5 42551
6 4 42566
0 6 42624
5 4 42789
0 1 42854
